Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"This research examines the influence of recommendations on consumer decision making during online shopping experiences. Evidence from two empirical studies suggests that many online consumers seek and accept recommendations in order to effectively manage the amount of information available during online search processes. These findings suggest that consumers use the mere availability of peer recommendations as a decision-making heuristic, irrespective of the peer recommender's personal characteristics. Findings also suggest that consumer preference for peer versus editorial recommendations depends on the specific nature of the consumer's shopping goal: utilitarian or hedonic Finally, results from this study indicate that consumers prefer peer and editorial recommendations over other types of effort-reducing cues that might be available during online search. As such, retailers must consider a number of factors including recommender characteristics, shopping goals, and product characteristics in their bid to provide consumers with the appropriate type of recommendation for their respective decision-making task. © 2005 Wiley Periodicals, Inc. and Direct Marketing Educational Foundation, Inc.",Smith D.; Menon S.; Sivakumar K.,Operational,10.1002/dir.20041,,5.0,,65,5,Elsevier Inc.,"The abstract discusses consumer decision-making and the use of recommendations during online shopping, which aligns with managing day-to-day activities related to consumer preferences and choices. It specifically mentions online recommendations, which are operational decisions.",scopus-recommendation,10,15,"Online peer and editorial recommendations, trust, and choice in virtual markets",2005
"Improving marketing decision making requires a better understanding of the factors that influence how managers interpret and respond to a market situation. Building on extant literature, the authors develop a model that delineates antecedents of and responses to the interpretation of a market situation. Using case-scenario methodology, the authors test the model in the context of a marketing decision (annual advertising and promotion budget recommendation) with data collected from a nationwide sample of hospital marketing executives. The results of the partial least squares analysis show that (1) cognitive style, organizational culture, and information use affect the extent to which managers perceive a given market situation as one in which they can control the outcomes of their decision; (2) the more managers perceive a situation as controllable, the more they appraise that situation as an opportunity; and (3) the more managers appraise a situation as an opportunity, the greater is the magnitude of their response.",White J.C.; Varadarajan P.R.; Dacin P.A.,Tactical,10.1509/jmkg.67.3.63.18654,,5.0,,15,0,,"The abstract focuses on understanding and improving marketing decision-making processes, specifically regarding how managers interpret market situations and make recommendations for advertising and promotion budgets, which aligns with tactical decision-making.",scopus-recommendation,10,70,"Market situation interpretation and response: The role of cognitive style, organizational culture, and information use",2003
"With the growing competition and complexity of marketing information,interpersonal communication is becoming increasingly important to marketers and consumers (mavens) who can act as disseminators of marketing communications and play an important role. Previous research, which has found that mavens are more likely to be female, has ignored the way in which these consumer communicators make decisions and process information. As male product markets grow and gender roles in shopping become blurred, identifying male mavens could be a useful promotional tool. Sixty male and 78 female market mavens were identified from a survey of 455 German consumers, which differed only marginally in terms of age and education. The prime decision-making traits of male mavens differed from females and were related to brand consciousness, shopping avoidance/satisficing, impulsiveness, speedy fashion seeking, perfectionism, price–value consciousness, confused by overchoice and quality brand loyal. Implications and recommendations for marketers targeting male product markets in Germany are discussed. © 2001 Taylor & Francis Group, LLC.",Wiedmann K.-P.; Walsh G.; Mitchell V.-W.,Tactical,10.1080/13527260127413,Gender Differences In Decision Making; Male Market Mavens; Word-OF-MOUTH Communication,5.0,,15,0,,"The abstract discusses the identification of male and female market mavens and their decision-making traits, which can be utilized as a tactical approach for marketers targeting specific demographics in male product markets. It focuses on practical implications and recommendations for marketing strategies based on consumer behavior.",scopus-recommendation,20,60,The Mannmaven: An agent for diffusing market information,2001
"This study assesses the satisfaction of different tourist groups using a conceptual model that combines the concepts of the Expectancy Disconfirmation Paradigm [Oliver, R.L. (1980). A cognitive model of the antecedents and consequences of satisfaction decisions. Journal of Marketing Research, 17, 460-469] and Service Quality framework [Parasuraman, A., Zeithaml, V.A., & Berry, L.L. (1985). A conceptual model of service quality and its implications for future research. Journal of Marketing, 49, 41-50; Cronin, J.J., & Taylor, S.A. (1992). Measuring service quality: A re-examination and extension. Journal of Marketing, 56, 55-68]. A sample of 424 tourists departing from Singapore Changi International Airport was surveyed with a structured questionnaire. A series of analyses were performed on the segmented groups-Europe, Asia, Oceania and North America. In both the disconfirmation and perceptions-only models used in this study, it was consistently found that 'Price' was insignificant in shaping overall satisfaction levels for all groups of tourists. 'Accommodation and Food' was significant for the North Americans' overall satisfaction. 'Attractions' was significant for the European and Asian tourists while 'Culture' was significant for the Oceania tourists. There was no single factor that appealed to all the groups of travellers. It was also found that all tourists were willing to recommend Singapore to their relatives and friends and they were willing to revisit Singapore in the future. © 2006 Elsevier Ltd. All rights reserved.",Hui T.K.; Wan D.; Ho A.,Tactical,10.1016/j.tourman.2006.08.008,Hotelling's T<sup>2</sup>; Paired t-test; Recommendation and revisiting; Satisfaction,5.0,,15,0,Elsevier Ltd,"The study focuses on assessing tourist satisfaction using a structured approach, which translates strategic goals into more specific targets regarding service quality and factors influencing satisfaction. This aligns with tactical decision-making processes.",scopus-recommendation,10,70,"Tourists' satisfaction, recommendation and revisiting Singapore",2007
"The main objective of this study is to determine the credit evaluation indicators which influence the credit decision making process in the commerical Jordanian banks. In addition, the study aims to show the relative importance for the evaluation indicators which are used by the Jordanian banks. The findings of the study showed that the Jordanian commercial banks realy use financial, marketing, and economic indicators, in addition to other indicators which are mentioned in the study. Also, the results showed that the relative importance of these credit evaluation indicators were varied regarding the credit analysis process. The most important credit evaluation indicators were the financial indicators. Results of testing the hypotheses provide evidence to reject all null hypotheses. Moreover, the results indicated that there is a significant and positive relationship between the credit evaluation indicators and the customer potential creditbility and his ability to pay his loans. Finally, the study provides some recommendations for commercial banks in order to inhance their credit decisions.",Tarawneh M.,Tactical,,Credit analysis; Credit loans; Customer potential creditability; Doubtful debt accounts; Economic indicators; Financial indicators; Marketing indicators,5.0,,15,0,,"The study focuses on the credit evaluation indicators that influence decision-making in commercial banks, which aligns with tactical goals of interpreting strategic objectives into specific targets and structured decision-making processes.",scopus-recommendation,10,70,Credit analysis and its influence on the customer's potential creditability: A field study on commercial Jordanian Banks,2003
"Despite growing concerns about the quality and accuracy of Internet-based prescription drug information, there has been very little empirical research on consumers' perceptions of the trustworthiness of on-line drug information. In this article, we report on a study modeled after that of Menon, Deshpande, Perri, and Zinkhan (2002) in Health Marketing Quarterly that reexamines how key demographic, predispositional, and media factors are associated with consumer trust in on-line prescription drug information and the impact of trust in on-line drug information on ad-promoted behavior following exposure to direct-to-consumer (DTC) advertising. Four major findings are reported: (1) on-line drug information is not highly trusted; (2) trust in on-line drug information is not differentially affected by consumer demographic or predispositional characteristics; (3) trust in the traditional media of DTC advertising is predictive of trust in on-line drug information; and (4) trust in on-line drug information is associated directly with specific types of ad-promoted behavior following exposure to DTC advertising. Implications and recommendations are offered based on the results. Copyright © Taylor & Francis Inc.",Huh J.; DeLorme D.E.; Reid L.N.,Tactical,10.1080/10810730500326716,,0.0,,15,5,,"The abstract focuses on consumer trust in online prescription drug information and its relationship with direct-to-consumer advertising, which aligns with tactical decision-making in marketing strategies and consumer engagement.",scopus-recommendation,10,70,Factors affecting trust in on-line prescription drug information and impact of trust on behavior following exposure to DTC advertising,2005
"Far too often marketing instruments are used in research without sufficient evidence of their reliability and validity. As a result conclusions are drawn, recommendations offered and managerial decisions made, based on empirical results that are often contradicted by follow-up studies, or are simply false. Correct measurement using valid and reliable scales is not just a 'nice to have' in marketing research - it is crucial. This study highlights the limitations of more conventional methods of scale development, and empirically illustrates how marketing researchers can improve the construct validity of their measuring scales by using contemporary techniques such as structural equation modelling. © 2008 The Market Research Society.",Terblanche N.S.; Boshoff C.,Tactical,10.1177/147078530805000108,,5.0,,15,0,Market Research Society,"The abstract discusses improving measurement reliability and validity in marketing research, which aligns with tactical decision-making aimed at implementing specific methods and techniques to achieve strategic goals.",scopus-recommendation,10,70,Improved scale development in marketing: An empirical illustration,2008
"This paper studies how smart recommendation agents (those that filter and integrate information and offer feedback to customers) influence consumer decision making in online stores, in comparison to recommendation agents that are merely ""knowledgeable"" of the alternative options that exist in a product assortment. The cognitive cost model is used to propose hypotheses that link information search and alternative evaluation with two shopping environment influences that are typical of online settings. A study that simulates search and evaluation in a Web-based choice environment is conducted to test the hypotheses. The results offer insights into how the ""feedback"" provided by a recommendation agent on the product options available may have an effect on search and evaluation in an online store. © 2007 Wiley Periodicals, Inc. and Direct Marketing Educational Foundation, Inc.",Punj G.N.; Moore R.,Operational,10.1002/dir.20089,,10.0,,60,0,Elsevier Inc.,"The abstract discusses the role of smart recommendation agents in influencing consumer decision-making in online stores, which aligns closely with managing day-to-day activities related to consumer preferences and recommendations.",scopus-recommendation,10,20,Smart versus knowledgeable online recommendation agents,2007
"This paper examines a tendency within existing marketing scholarship to compartmentalize ethical issues. It also shows how this tendency can cause ethical tensions and conflicts in marketing practice. The emerging service-dominant (S-D) logic for marketing, as proposed by Vargo and Lusch, is explored as an example of an approach to marketing that overcomes this tendency. The S-D logic is found to be a positive development for marketing ethics because it facilitates the seamless integration of ethical accountability into marketing decision-making. Specific recommendations are made for improving the ethical climate in marketing using marketing performance measurement theory and practice. © Academy of Marketing Science 2007.",Abela A.V.; Murphy P.E.,Strategic,10.1007/s11747-007-0062-0,Ethical violations; Ethics; Integrity; Marketing ethics; Marketing performance measurement; Service-dominant logic,15.0,,5,0,,"The abstract discusses the integration of ethical accountability into marketing decision-making and explores the service-dominant logic as a framework for improving marketing ethics, indicative of long-term organizational goals and strategies.",scopus-recommendation,70,10,Marketing with integrity: Ethics and the service-dominant logic for marketing,2008
"Procter & Gamble (P&G) Asia-Pacific is interested in managing value growth. Only after fully understanding the true effects of the marketing-mix variables can P&G managers make strategic decisions answering questions such as the following: (1) Are the P&G brands in the detergent market inelastic or elastic with respect to price? How has the price elasticity changed over time? Can P&G increase the price of its brands to gain value growth? (2) What are the price, distribution, and sizing combinations needed to achieve the desirable value growth? (3) How can P&G gain market share from its competitors without cannibalizing its own brands? P&G Asia-Pacific approached us to develop a value growth framework to answer these questions. To generate the answers for the above questions, we develop a three-step weighted random coefficient estimator that captures the heterogeneity across cross sections (different stock-keeping units and states) and the endogeneity of distribution. Based on the parameter estimates, we provide strategic recommendations to P&G for a field test to validate our suggestions. We developed a simulator for P&G managers so that they can generate appropriate marketing-mix strategies for achieving the desired value growth. As a result, P&G gained over $39 million in value growth over a one-year period by implementing the recommendations from our modeling approach. © 2009 INFORMS.",Kumar V.; Fan J.; Gulati R.; Venkat P.,Strategic,10.1287/mksc.1080.0477,Distribution; Marketing mix; Price elasticity; Random coefficient model; Revenue; Sales value; Sales volume; System of equations,5.0,,5,0,,"The abstract discusses long-term goals related to value growth and strategic decisions based on the marketing-mix variables, which aligns with defining the goals and nature of the organization.",scopus-recommendation,70,20,Marketing-mix recommendations to manage value growth at P&G Asia-Pacific,2009
"Electronic commerce (EC) is an important issue both for research and in the real business world. In addition, the Internet is a new and rapidly growing marketing channel for companies developing B2B (Business to Business) or B2C (Business to Customers) electronic commerce. To obtain rewards from EC, dot-com companies should develop their marketing performance effectively to attract customers' attention toward purchasing goods and to provide satisfying service for customers on the Internet. But not all the dot-com companies are successful, many factors will affect the enterprise operation. Thus, the purpose of this paper is to establish a multiple attribute decision-making (MADM) framework for assessing and evaluating the marketing performance of Internet bookstore companies in Taiwan. Based on the hierarchical structure, a mixed MADM method with non-additive and additive fuzzy measurement is used to show the relative importance of quality attributes. Seven real cases are then used as illustrative the alternatives to demonstrate the synthesis decisions under the application of a mixed mode of both MADM methods. The study shows that the safety of the payment mechanism is the most important quality attribute to develop marketing performance. Furthermore, several practical implications and recommendations are also discussed.",Shih Y.-Y.; Hu J.-S.,Tactical,10.1080/14783360802351546,Analytical hierarchy process (AHP); Electronic commerce (EC); Fuzzy integral; Fuzzy measure; Internet bookstore; Multiple attribute decision making (MADM); Quality attributes,5.0,,15,0,,"The abstract discusses the development of a multiple attribute decision-making (MADM) framework to evaluate the marketing performance of Internet bookstore companies. This indicates a focus on structured decision-making processes that align with tactical goals, such as assessing quality attributes and improving marketing performance.",scopus-recommendation,10,70,Fuzzy quality attributes for evaluating Internet marketing system performance,2008
"Purpose - The paper seeks to discuss and analyse the nature of place umbrella brands and the role such brands play in promotion of a country, a region, or a city. The purpose is also to identify some salient success criteria of provenance associations as core values of place umbrella brands. Design/methodology/approach - The study delineates a conceptual framework, which illustrates important components in place umbrella branding. It also highlights a set of criteria to aid prioritisations among prospective provenance associations that have a potential to be used as brand values of place umbrella brands. Practical implications - The paper identifies some characteristics of provenance associations, which make them more transferable across a bundle of umbrella brand partners. The generation of better marketing theory in the field of place branding will make it easier for practitioners to reach the right decisions in choice of provenance associations. Findings - It is claimed that transcendence is related to the transferability of provenance associations across a bundle of brands. Because transferability strongly depends on perceptions of similarity, the starting point is to identify matches between the partner brands based on their shared provenance. Originality/value - The article ends with a recommendation that researchers in place branding should carefully analyze provenance associations according to the suggested criteria. © Emerald Group Publishing Limited.",Iversen N.M.; Hem L.E.,Strategic,10.1108/03090560810862534,Brand image; Brand management; Brands,5.0,,5,0,,"The abstract discusses the nature of place umbrella brands and their role in promoting regions or countries, which aligns with long-term organizational goals and strategic branding concepts. It identifies success criteria for provenance associations and emphasizes the importance of strategic decision-making in the context of place branding.",scopus-recommendation,70,20,Provenance associations as core values of place umbrella brands: A framework of characteristics,2008
