Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Big data-driven framework for viral churn prevention: A case study,Lucantoni L.; Antomarioni S.; Bevilacqua M.; Ciarapica F.E.,2020,10.24425/mper.2020.134930,"The application of churn prevention represents an important step for mobile communication companies aiming at increasing customer loyalty. In a machine learning perspective, Customer Value Management departments require automated methods and processes to create marketing campaigns able to identify the most appropriate churn prevention approach. Moving towards a big data-driven environment, a deeper understanding of data provided by churn processes and client operations is needed. In this context, a procedure aiming at reducing the number of churners by planning a customized marketing campaign is deployed through a data-driven approach. Decision Tree methodology is applied to drow up a list of clients with churn propensity: in this way, customer analysis is detailed, as well as the development of a marketing campaign, integrating the individual churn model with viral churn perspective. The first step of the proposed procedure requires the evaluation of churn probability for each customer, based on the influence of his social links. Then, the customer profiling is performed considering (a) individual variables, (b) variables describing customer-company interactions, (c) external variables. The main contribution of this work is the development of a versatile procedure for viral churn prevention, applying Decision Tree techniques in the telecommunication sector, and integrating a direct campaign from the Customer Value Management marketing department to each customer with significant churn risk. A case study of a mobile communication company is also presented to explain the proposed procedure, as well as to analyze its real performance and results. © 2020 Polish Academy of Sciences. All rights reserved.",Big Data Analytics; Customer Value Management; ICT sector; Machine Learning; Probability Estimation Trees,Polska Akademia Nauk,scopus-big data,Tactical,"The abstract describes a procedure for implementing a customized marketing campaign to prevent churn, which involves specific methodologies such as Decision Tree analysis and customer profiling. This aligns with tactical decision-making that interprets strategic goals into actionable targets.",15,70,10,0,5
"BBC Arabic, Social Media and Citizen Production: An Experiment in Digital Democracy before the Arab Spring",Gillespie M.,2013,10.1177/0263276413482382,"This article examines an innovative experiment in democratizing international broadcasting through embracing a participatory model of production. In spring 2010, a political debate television series was co-created by BBC Arabic and citizen producers, using social media tools. Based around interviews with prominent political and controversial public figures, the programme (G710) was broadcast weekly on satellite TV across the Middle East and the Arabic-speaking world. Combining collaborative ethnography with corporate ‘big data’ analysis, the research team followed the experiment from conception to premature closure. The article argues that the kinds of digital tools deployed in producing the programme, and used by BBC audience research to monitor user practices in real time, have become essential to corporate processes of BBC World Service governance and management procedures, business strategy, accountability measures, marketing practices and editorial decision-making. They act as change agents, presenting methodological problems and opportunities for the BBC's audience researchers and academic researchers, as well as symbolizing the contradictory logic of empowerment and surveillance. © 2013, SAGE Publications. All rights reserved.",Arab Spring; BBC Arabic; digital democracy; international broadcasting; real-time media monitoring; social media,,scopus-big data,Not identified,"The abstract discusses an innovative experiment in international broadcasting and participatory production without clear ties to marketing strategies or operations. It focuses more on digital tools and collaborative processes rather than defined strategic, tactical, or operational decisions.",10,15,15,20,40
Making sense of consumers’ tweets: Sentiment outcomes for fast fashion retailers through Big Data analytics,Pantano E.; Giglio S.; Dennis C.,2019,10.1108/IJRDM-07-2018-0127,"Purpose: Consumers online interactions, posts, rating and ranking, reviews of products/attractions/restaurants and so on lead to a massive amount of data that marketers might access to improve the decision-making process, by impacting the competitive and marketing intelligence. The purpose of this paper is to develop understanding of consumers online-generated contents in terms of positive or negative comments to increase marketing intelligence. Design/methodology/approach: The research focuses on the collection of 9,652 tweets referring to three fast fashion retailers of different sizes operating in the UK market, which have been shared among consumers and between consumer and firm, and subsequently evaluated through a sentiment analysis based on machine learning. Findings: Findings provide the comparison and contrast of consumers’ response toward the different retailers, while providing useful guidelines to systematically making sense of consumers’ tweets and enhancing marketing intelligence. Practical implications: The research provides an effective and systemic approach to accessing the rich data set on consumers’ experiences based the massive number of contents that consumers generate and share online and investigating this massive amount of data to achieve insights able to impact on retailers’ marketing intelligence. Originality/value: To best of the authors’ knowledge, while other authors tried to identify the effect of positive or negative online comments/posts/reviews, the present study is the first one to show how to systematically detect the positive or negative sentiments of shared tweets for improving the marketing intelligence of fast fashion retailers. © 2018, Emerald Publishing Limited.",Big Data analytics; Consumer-generated contents; E-word of mouth communication; Fast fashion; Online consumer behaviour; User-generated contents (UGC),Emerald Group Holdings Ltd.,scopus-big data,Tactical,"The abstract discusses the systematic analysis of consumer-generated content to enhance marketing intelligence, which aligns with tactical decision-making processes that interpret strategic goals into actionable targets. The focus on sentiment analysis and consumer interactions indicates structured decision-making at a tactical level.",10,70,15,0,5
Abuse of Dominance in Non-Negotiable Privacy Policy in the Digital Market,Wahyuningtyas S.Y.,2017,10.1007/s40804-017-0084-0,"Personal data and its use have become the front-line of businesses in the digital market. With the potential to be extracted for information, making this available for various purposes, big data transforms into a powerful tool for data controllers for effective marketing, defining strategic business decisions, and establishing a strong foothold in the market. The use of personal data for targeted marketing exemplifies this. While privacy has been subject to the regime of privacy protection, privacy violation might entangle competition law analysis when it involves abuse of market dominance. This paper addresses these problems by discussing three key issues: first, how competition law addresses the use of personal data as the new frontier of innovation and competition; second, whether big data plays a role to qualify dominance; and third, if non-negotiable policy on privacy infringes the prohibition of dominance abuse under competition law. © 2017, T.M.C. Asser Press.",Abuse of dominance; Competition law; Digital market; Non-negotiable privacy policy,Springer International Publishing,scopus-big data,Strategic,"The abstract discusses the implications of personal data usage in businesses, focusing on competition law, market dominance, and the strategic role of big data in marketing and business decisions. This aligns with long-term organizational goals and the nature of the organization.",60,20,10,5,5
Managing marketing decision-making with sentiment analysis: An evaluation of the main product features using text data mining,Kauffmann E.; Peral J.; Gil D.; Ferrández A.; Sellers R.; Mora H.,2019,10.3390/su11154235,"Companies have realized the importance of ""big data"" in creating a sustainable competitive advantage, and user-generated content (UGC) represents one of big data's most important sources. From blogs to social media and online reviews, consumers generate a huge amount of brand-related information that has a decisive potential business value for marketing purposes. Particularly, we focus on online reviews that could have an influence on brand image and positioning. Within this context, and using the usual quantitative star score ratings, a recent stream of research has employed sentiment analysis (SA) tools to examine the textual content of reviews and categorize buyer opinions. Although many SA tools split comments into negative or positive, a review can contain phrases with different polarities because the user can have different sentiments about each feature of the product. Finding the polarity of each feature can be interesting for product managers and brand management. In this paper, we present a general framework that uses natural language processing (NLP) techniques, including sentiment analysis, text data mining, and clustering techniques, to obtain new scores based on consumer sentiments for different product features. The main contribution of our proposal is the combination of price and the aforementioned scores to define a new global score for the product, which allows us to obtain a ranking according to product features. Furthermore, the products can be classified according to their positive, neutral, or negative features (visualized on dashboards), helping consumers with their sustainable purchasing behavior. We proved the validity of our approach in a case study using big data extracted from Amazon online reviews (specifically cell phones), obtaining satisfactory and promising results. After the experimentation, we could conclude that our work is able to improve recommender systems by using positive, neutral, and negative customer opinions and by classifying customers based on their comments. © 2019 by the authors.",Big data; Feature selection; Marketing decisions; Sentiment analysis,MDPI,scopus-big data,Tactical,"The abstract discusses the use of sentiment analysis and natural language processing to improve marketing practices, particularly in analyzing online reviews for better product recommendations and consumer insights. This aligns closely with tactical decision-making, which interprets strategic goals into structured targets.",10,70,15,0,5
Increasing the effectiveness of procurement decisions: The value of big data in the procurement process,Moretto A.; Ronchi S.; Patrucco A.S.,2017,10.3233/RFT-171670,"Big data are a commonly discussed topic, and their value in marketing and sales has been thoroughly investigated. Although some authors have also discussed their relevance to purchasing and supply management, the literature on this topic remains scant. This paper aims to investigate the role of big data in supporting the procurement process and the implementation of procurement practices. The main benefits of such procurement practices for companies are highlighted. By presenting the results of a focus group of procurement professionals and experts and discussing four exploratory case studies (supported by secondary data analysis), the paper addresses 1) how (and in which format) big data affects different activities in the procurement process and 2) which benefits procurement professionals can expect from adopting big data. © 2017 - IOS Press and the authors. All rights reserved.",big data analytics; procurement process; Purchasing and supply management,IOS Press,scopus-big data,Tactical,"The abstract discusses how big data supports the procurement process and its implementation in procurement practices, which aligns with tactical decision-making that interprets strategic goals into structured targets within the procurement function.",10,70,15,0,5
Express analysis for prioritization: Best–Worst Scaling alteration to System 1,Lipovetsky S.,2020,10.1080/23270012.2019.1702112,"The work considers modification of the Best–Worst Scaling (BWS) to the so-called System 1 (S1) approach. S1 was described by D. Kahneman as a spontaneous and automatic reaction by an unconscious way in which human decision-makers choose among multiple alternatives. Application of S1 can be seen as a simplified BWS for data eliciting and express analysis of prioritization between many compared items. In S1, a respondent picks the items with which she feels “happy”, and those can be one, several, all, or none items in a task. Estimation of utilities is performed by multinomial-logit modeling with different optimization criteria which produce parameters of the models and choice probabilities of the items. Numerical examples by marketing research data are encouraging and demonstrating that spontaneous choice decisions can make S1 approach very fast, efficient, and convenient for express analysis of items prioritization, especially for big data. © 2019, © 2019 Antai College of Economics and Management, Shanghai Jiao Tong University.",BWS; choice probability; max diff; MNL utility; prioritization; System 1,Taylor and Francis Ltd.,scopus-big data,Operational,"The abstract discusses a method for quickly assessing consumer preferences through a modified Best-Worst Scaling approach, which aligns with operational tasks of determining consumer preferences and making decisions based on data.",10,20,60,0,10
"Business analytics in manufacturing: Current trends, challenges and pathway to market leadership",Omar Y.M.; Minoufekr M.; Plapper P.,2019,10.1016/j.orp.2019.100127,"The manufacturing sector is under constant pressure to increase profitability in a growingly competitive international market in which differentiation is not tied to manufactured products or utilized technologies but to business processes optimization. In this context, business analytics offer the opportunity to harness the knowledge and value hidden within enterprise information systems to revolutionize innovation, enhance supply chain management and production, accurately target marketing and sales efforts, as well as develop and manage profitable after-sales services. While the literature to date presents numerous specific applications in which business analytics techniques were successfully deployed to improve specific business units, it is evident that a comprehensive enterprise approach is missing. In the present work, a pathway to attain market leadership through the effective use of business analytics is defined suggesting focus must center on three increasingly challenging barriers. Firstly, “standardization” of collection, aggregation and storage of data must be accomplished. Then, an “organizational culture evolution” that outgrows intuition and embraces data-driven decision-making is needed to create the perfect ecosystem for business analytics to produce actionable results and recommendations. In turn, these must guide “business model innovation” efforts to tackle new value creation, and capture and secure market leadership. © 2019",Big data; Business analytics; Industry 4.0; Manufacturing,Elsevier Ltd,scopus-big data,Strategic,"The abstract focuses on long-term goals for organizations by emphasizing the need for standardization, culture evolution, and business model innovation, which are essential components of strategic planning.",70,15,10,0,5
Application of Customer Segmentation for Electronic Toll Collection: A Case Study,Qian C.; Yang M.; Li P.; Li S.,2018,10.1155/2018/3635107,"Applying big data technology, this study presents a customer segmentation method of Electronic Toll Collection (ETC) based on vehicle behavioral characteristics. A segmentation index system of ETC customers comprising Recency, Frequency, and Monetary is extracted and constructed using ETC data. The whole-sample clustering analysis of ETC customers is accomplished with the Clustering LARge Applications (CLARA) algorithm while overcoming the invalidation problem of big data clustering. A decision tree on ETC customer segmentation is constructed and transformed into a set of segmentation rules. Empirical results indicate that the proposed method is better able to analyze travel characteristics and to present values and appreciation potentials for ETC customer classification. This method provides an innovative idea for implementing precision marketing and establishing hierarchical discount rates for ETC customers. Furthermore, it provides theoretical support to increase the ETC customer scale and payment ratio, thus improving the decision-making level in expressway operation and management. © 2018 Chao Qian et al.",,Hindawi Limited,scopus-big data,Tactical,"The study presents a method for customer segmentation using big data technology, focusing on analyzing customer behavior and determining marketing strategies, which aligns closely with tactical decision-making processes.",10,70,15,0,5
Geospatial analytics for federally managed tourism destinations and their demand markets,Supak S.; Brothers G.; Bohnenstiehl D.; Devine H.,2015,10.1016/j.jdmm.2015.05.002,"Understanding geospatial demand for destinations can improve management decisions affecting destination planning, marketing, natural preservation, and resident as well as visitor experiences. Visualization and analysis of demand markets are significantly enhanced by the capabilities of Geographic Information System (GIS) technology and help to support management objectives. This study implements traditional desktop GIS as well as a free, web-delivered decision-support tool for tourism planning and marketing to assess ~7.5 million overnight accommodation reservations made for federal recreational facilities between 1999 and 2007. Visitor origin frequency and median travel distance for overnight accommodations are summarized by visitor zip code and by facility. National results indicate: (1) facilities in the west, the Great Lakes and the southern Appalachians regions draw overnight visitors from the greatest median distances; (2) residents in the Northeast have the lowest per-capita utilization; (3) residents within the south-central Midwest and central-west Southern States have the highest percapita utilization and tend strongly toward local overnight reservations. Three selected national park regions are used to illustrate destinations characterized by highly localized utilization (Hot Springs National Park, AR), both local and regional utilization (Yosemite National Park, CA) and regionally to nationally dispersed utilization with few local residents reserving overnight accommodations (Canyonlands National Park, UT). Market profiling derived from local, regional and national customer origin markets can help any tourism destination, including national parks and their gateway communities, make smarter management and marketing decisions. © 2015 Elsevier Ltd.",Big data analytics; Destination marketing; Geospatial supply and demand; GIS; National parks and gateway communities; Open source,Elsevier Ltd,scopus-big data,Strategic,"The abstract discusses the long-term implications of understanding geospatial demand for tourism destinations, which aligns with strategic planning goals in destination management and marketing.",70,15,10,0,5
Management overconfidence and CSR activities in Korea with a big data approach,Kang S.-A.; Cho S.-M.,2020,10.3390/su12114406,"We examined the relationship between management characteristics and corporate social responsibility (CSR) and this relationship was differentiated by the level of corporate governance. Our analysis was undertaken in firms listed on the Korean Stock Exchange (KSE) from 2006 to 2015. We employed Ordinary Least Square (OLS) regression after clustering the standard errors at the firm level in order to examine these relationships. The KEJI (Korea Economic Justice Institute) index was used as a proxy for CSR and a big data-based proxy estimated from multimedia was used as the level of advertising. We showed that there is a positive relationship between overconfident management and CSR activities. We then categorized the CSR activities as primary and social activities and found that overconfident management is more aggressive in primary CSR activities. In addition, overconfident management makes fewer CSR expenditures when the management is in a chaebol firm but promotes more CSR advertisement. This finding indicates that chaebol affiliation controls overinvestment in CSR activities but promotes CSR advertisements by overconfident managers. Similarly, we found consistent results with overconfident ownermanagers. Prior literature on CSR activities focuses on the impact of CSR activities on firm performance. In this paper, we elucidated the determinants of CSR activities, so that this research contributes to firms' decision-making about sustainable management. Our estimation of CSR variables with big data approaches will also guide future research on this issue. We expect our study to be used as a reference for decision-making by relevant authorities and stakeholders. © 2020 by the authors.",Big data; CEO; Corporate governance; Corporate social responsibility; Overconfidence,MDPI,scopus-big data,Strategic,"The abstract discusses the relationship between management characteristics and corporate social responsibility (CSR) within firms, particularly focusing on long-term goals and implications for sustainable management, which aligns with strategic planning.",60,20,10,5,5
Reducing inferior member community participation using uplift modeling: Evidence from a field experiment,Debaere S.; Devriendt F.; Brunneder J.; Verbeke W.; De Ruyck T.; Coussement K.,2019,10.1016/j.dss.2019.113077,"In their ongoing search for competitive advantage, firms increasingly leverage online innovation communities (ICs). The viability of these ICs may be jeopardized by big data environments and inferior member participation. Therefore, community managers must address poor member participation, together with the data-rich environment. This study examines the viability of a proactive motivational email campaign to reduce inferior member participation using uplift modeling; it also explores optimal treatment characteristics, including message scope (untargeted versus targeted), message content (hedonic, cognitive, and social message), and member profile (self-interest–oriented and positive emotional writing style). The findings indicate that marketing decision makers should use proactive, targeted emails with cognitive motivational elements to mitigate inferior levels of member participation. These findings have important implications for innovation scholars and community managers. © 2019 Elsevier B.V.",Inferior member participation; Innovation communities; Proactive email campaign; Uplift modeling,Elsevier B.V.,scopus-big data,Tactical,"The abstract discusses specific strategies for improving member participation in online innovation communities through targeted email campaigns, which aligns with tactical decision-making focused on structured communication methods and member engagement.",10,70,15,0,5
Big data,Leddy P.E.,2015,,[No abstract available],,"Rodman Publishing, Corp.",scopus-big data,Not identified,"The abstract does not provide any specific content related to marketing or decision-making frameworks, making it difficult to classify it within the defined categories.",0,0,0,0,100
A new latent class model for analysis of purchasing and browsing histories on EC sites,Goto M.; Mikawa K.; Hirasawa S.; Kobayashi M.; Suko T.; Horii S.,2015,10.7232/iems.2015.14.4.335,"The electronic commerce site (EC site) has become an important marketing channel where consumers can purchase many kinds of products; their access logs, including purchase records and browsing histories, are saved in the EC sites' databases. These log data can be utilized for the purpose of web marketing. The customers who purchase many product items are good customers, whereas the other customers, who do not purchase many items, must not be good customers even if they browse many items. If the attributes of good customers and those of other customers are clarified, such information is valuable as input for making a new marketing strategy. Regarding the product items, the characteristics of good items that are bought by many users are valuable information. It is necessary to construct a method to efficiently analyze such characteristics. This paper proposes a new latent class model to analyze both purchasing and browsing histories to make latent item and user clusters. By applying the proposal, an example of data analysis on an EC site is demonstrated. Through the clusters obtained by the proposed latent class model and the classification rule by the decision tree model, new findings are extracted from the data of purchasing and browsing histories. © 2015 KIIE.",Aspect model; Big data; Business analytics; Customer segmentation; Latent class model; Web marketing,Korean Institute of Industrial Engineers,scopus-big data,Tactical,"The abstract discusses the analysis of purchasing and browsing histories to identify good customers and product characteristics, which aligns with tactical marketing decisions aimed at improving targeted strategies and marketing effectiveness.",15,70,10,0,5
