Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Intelligent manufacturing systems involve the application of artificial intelligence to improve productivity and systematize a wide range of manufacturing activities, that is, from order booking to the design, production, and marketing. Traditional approach of applying intelligent techniques to solve complex manufacturing problems is to build an expert system. Conventional process of building an expert systems is labor intensive to elicit knowledge from the human experts. We thus propose a novel technique of automatic knowledge acquisition by means of the data mining method to remedy the problem and help supporting intelligent manufacturing systems. Knowledge in our tool can be discovered from the stored data using the decision tree induction algorithm. The learned tree structure is then transformed to a rule set that can be integrated into the knowledge base. The implementation of our knowledge acquisition tool is based on the logic programming scheme. © 2012 American Scientific Publishers. All rights reserved.",Kerdprasop K.; Kerdprasop N.,Not identified,10.1166/asl.2012.3915,Data mining; Intelligent manufacturing; Knowledge acquisition; Knowledge discovery,10.0,,5,60,,"The abstract discusses knowledge acquisition for intelligent manufacturing systems, which does not clearly align with the marketing-related classifications provided.",scopus-artificial intelligence,15,10,Automatic knowledge acquisition tool to support intelligent manufacturing systems,2012
"To be competitive in contemporary turbulent environments, firms must be capable of processing huge amounts of information, and effectively convert it into actionable knowledge. This is particularly the case in the marketing context, where problems are also usually highly complex, unstructured and ill-defined. In recent years, the development of marketing management support systems has paralleled this evolution in informational problems faced by managers, leading to a growth in the study (and use) of artificial intelligence and soft computing methodologies. Here, we present and implement a novel intelligent system that incorporates fuzzy logic and genetic algorithms to operate in an unsupervised manner. This approach allows the discovery of interesting association rules, which can be linguistically interpreted, in large scale databases (KDD or Knowledge Discovery in Databases.) We then demonstrate its application to a distribution channel problem. It is shown how the proposed system is able to return a number of novel and potentially-interesting associations among variables. Thus, it is argued that our method has significant potential to improve the analysis of marketing and business databases in practice, especially in non-programmed decisional scenarios, as well as to assist scholarly researchers in their exploratory analysis. © 2013 Elsevier Inc.",Orriols-Puig A.; Martínez-López F.J.; Casillas J.; Lee N.,Tactical,10.1016/j.indmarman.2013.03.005,Genetic fuzzy systems; Intelligent systems; KDD; Management support; Unsupervised learning,5.0,,15,0,,"The abstract discusses the development of an intelligent system utilizing fuzzy logic and genetic algorithms for discovering associations in marketing and business databases. This directly relates to tactical decision-making in marketing analytics, as it aims to improve analysis and assist in decision-making processes.",scopus-artificial intelligence,20,60,Unsupervised KDD to creatively support managers' decision making with fuzzy association rules: A distribution channel application,2013
"This paper gives an overview of strategic planning and decision-making in small firms, together with a discussion of the use of knowledge-based systems in strategic market planning. Furthermore, we describe the STRATEX system, which is a knowledge-based system for strategic market-planning in the export trade of fish and fisheries products. The results of the pilot system development of STRATEX are briefly presented, along with a discussion of needs for further developments in this field. © 1991.",Borch O.J.; Hartvigsen G.,Strategic,10.1016/0167-9236(91)90053-E,Artificial intelligence; Decision support systems; Expert systems; Fish industry; Knowledge-based systems; Market segments; Marketing; Strategic decision making; Strategic market planning,10.0,,5,5,,"The abstract discusses strategic planning and decision-making in small firms, specifically focusing on long-term goals and the role of knowledge-based systems in strategic market planning. This aligns closely with the definition of strategic planning as it involves defining the goals and nature of the organization.",scopus-artificial intelligence,70,10,Knowledge-based systems for strategic market planning in small firms,1991
"The optimal product design is an NP-hard marketing optimization problem, in which a firm aims at the maximization of its market share or profit. A manager that deals with the problem has to decide on a number of issues, such as how to simulate the consumer choice process, which optimization algorithm to apply, and how to model the competitors' retaliatory moves. The existing information systems fail to provide the decision maker with the unique blend of techniques and resources required by the problem. In order to follow the way that marketing managers comprehend the optimal product process, in this paper the problem is broken down into distinct services, each one of them maps into a basic feature (simulation, optimization, competition analysis, etc.). All services are aggregated to a marketing decision support system by a service oriented architecture, achieving this way a decision-makers friendly environment, since the marketing managers are able to get a solution without the need to transfer data and parameters from one software to another, and without the need to coordinate manually the whole process. Copyright © 2013, IGI Global.",Tsafarakis S.; Delias P.; Matsatsinis N.,Strategic,10.4018/jisss.2013010104,Business Processes; Marketing; Optimization; Product/Service Design; Service Oriented Architecture,5.0,,10,0,IGI Global,"The abstract discusses the development of a decision support system for optimal product design, which is a long-term strategic issue for maximizing market share and profit. It addresses how marketing managers can simulate consumer choices and optimize their strategies over the long term, aligning with strategic planning.",scopus-artificial intelligence,60,25,A service-oriented approach for the optimal product/service design business process,2013
"This study examines the effect of big data powered artificial intelligence on customer knowledge creation, user knowledge creation and external market knowledge creation to better understand its impact on B2B marketing rational decision making to influence firm performance. The theoretical model is grounded in Knowledge Management Theory (KMT) and the primary data was collected from B2B companies functioning in the South African mining industry. Findings point out that big data powered artificial intelligence and the path customer knowledge creation is significant. Secondly, big data powered artificial intelligence and the path user knowledge creation is significant. Thirdly, big data powered artificial intelligence and the path external market knowledge creation is significant. It was observed that customer knowledge creation, user knowledge creation and external market knowledge creation have significant effect on the B2B marketing-rational decision making. Finally, the path B2B marketing rational decision making has a significant effect on firm performance. © 2020 Elsevier Inc.",Bag S.; Gupta S.; Kumar A.; Sivarajah U.,Strategic,10.1016/j.indmarman.2020.12.001,Artificial intelligence; B2B marketing; Big data; Firm performance; Knowledge management,5.0,,5,0,Elsevier Inc.,"The study focuses on the long-term implications of big data powered artificial intelligence on knowledge creation and B2B marketing rational decision making, which aligns with strategic planning and understanding firm performance. It emphasizes the impact of these technologies on overall organizational goals.",scopus-artificial intelligence,60,30,An integrated artificial intelligence framework for knowledge creation and B2B marketing rational decision making for improving firm performance,2021
"Data mining involves extracting interesting patterns from data and can be found at the heart of operational research (OR), as its aim is to create and enhance decision support systems. Even in the early days, some data mining approaches relied on traditional OR methods such as linear programming and forecasting, and modern data mining methods are based on a wide variety of OR methods including linear and quadratic optimization, genetic algorithms and concepts based on artificial ant colonies. The use of data mining has rapidly become widespread, with applications in domains ranging from credit risk, marketing, and fraud detection to counter-terrorism. In all of these, data mining is increasingly playing a key role in decision making. Nonetheless, many challenges still need to be tackled, ranging from data quality issues to the problem of how to include domain experts' knowledge, or how to monitor model performance. In this paper, we outline a series of upcoming trends and challenges for data mining and its role within OR. © 2009 Operational Research Society Ltd. All rights reserved.",Baesens B.; Mues C.; Martens D.; Vanthienen J.,Strategic,10.1057/jors.2008.171,Applications; Data mining; Decision support systems; Learning algorithms; Prediction,5.0,,10,5,Palgrave Macmillan Ltd.,"The abstract discusses data mining's role in decision support systems and highlights long-term trends and challenges in operational research, aligning with strategic planning and organizational goals.",scopus-artificial intelligence,60,20,50 years of data mining and OR: Upcoming trends and challenges,2009
"Enterprises comprise several functions, such as production, marketing, sales, human resources, logistics, safety and environment, which interact with each other. As a result, decision-making becomes highly challenging in the alignment of decisions to support the success of business goals. Specifically, environmental management is closely related to several levels in the enterprise structure, since they share a large amount of data and information. Hence, effective integration of environmental issues by means of tools improving information sharing and communication, may play a crucial role for the enhanced enterprise operation from an environmental perspective. In this sense, knowledge management technologies have proved to be highly promising for supporting this integration task. In this work, an ontological framework is developed as the technology for information and knowledge models sharing for the environmental assessment of the enterprise. The ontological model is applied to a case study considering a supply chain network design-planning and a process scheduling problem. The ontology provides an enterprise decision-making supporting tool by combining different information systems, which adapts and recognizes the different elements associated with the enterprise functions, and facilitates assessing the environmental performance of enterprises. © 2012 Elsevier Ltd. All rights reserved.",Muñoz E.; Capón-García E.; Laínez J.M.; Espuña A.; Puigjaner L.,Strategic,10.1016/j.jclepro.2012.11.032,Decision support systems; Enterprise model; Environmental considerations; Ontology framework,5.0,,15,0,Elsevier Ltd,"The abstract discusses the development of an ontological framework for integrating environmental management into enterprise operations, which aligns with long-term organizational goals and the overarching nature of enterprise decision-making.",scopus-artificial intelligence,60,20,Considering environmental assessment in an ontological framework for enterprise sustainability,2013
"Today, extensive quantitative modelling of the performance of marketing activities is possible due to the availability of rich data sets on product sales and related marketing actions. However, there are a number of product categories for which only inaccurate sales figures or data about marketing efforts exist (e.g., because a significant part of the sales is realized in stores without scanners or which do not make the data available to firm outsiders). In such cases, reliable quantitative findings about the impact of marketing-mix variables on sales may not be achievable but qualitative reasoning may, at least, indicate likely implications of past or planned marketing activities in terms of directions of change. Even in markets with good data qualitative reasoning may be a worthwhile first modelling approach when market conditions change so significantly that a previously used model is deemed unsatisfactory and not enough data exist yet for a specification of a revised quantitative model. We show specifically how qualitative reasoning can be used to diagnose and predict market share changes. The diagnostic part represents a combination of qualitative reasoning and extensions of a previously published rule-based expert system for that task while the prognostic part is solely based on qualitative process theory and order of magnitude reasoning. © 1995.",Alpar P.; Dilger W.,Strategic,10.1016/0167-9236(94)00032-N,Artificial intelligence; Market share analysis; Marketing; Qualitative reasoning,5.0,,10,0,,"The abstract discusses the application of qualitative reasoning and expert systems to diagnose and predict market share changes, which aligns more with long-term strategic planning and understanding market dynamics rather than immediate tactical decisions or operational tasks.",scopus-artificial intelligence,60,25,Market share analysis and prognosis using qualitative reasoning,1995
"Because of the unbalanced class and skewed profit distribution in customer purchase data, the unknown and variant costs of false negative errors are a common problem for predicting the high-value customers in marketing operations. Incorporating cost-sensitive learning into forecasting models can improve the return on investment under resource constraint. This study proposes a cost-sensitive learning algorithm via priority sampling that gives greater weight to the high-value customers. We apply the method to three data sets and compare its performance with that of competing solutions. The results suggest that priority sampling compares favorably with the alternative methods in augmenting profitability. The learning algorithm can be implemented in decision support systems to assist marketing operations and to strengthen the strategic competitiveness of organizations. © 2012 M.E. Sharpe, Inc. All rights reserved.",Cui G.; Wong M.; Wan X.,Tactical,10.2753/MIS0742-1222290110,cost-sensitive learning; customer relationship management; direct marketing; forecasting; priority sampling,5.0,,15,0,,"The abstract discusses a cost-sensitive learning algorithm applied to marketing operations, which involves precise methods to enhance profitability through targeted customer acquisition. This aligns with tactical decision-making, where strategic goals are operationalized into specific actions and methodologies.",scopus-artificial intelligence,20,60,Cost-sensitive learning via priority sampling to improve the return on marketing and CRM investment,2012
[No abstract available],Hotz L.,Not Identified,,,100.0,,0,0,"Rodman Publishing, Corp.","The abstract does not provide any content or context, making it impossible to classify based on the provided definitions and examples.",scopus-automation,0,0,Adapt or die: Contract packaging operations at the center of transition to serialization,2017
"This case study uses two story-telling methods for analysis – an advanced hermeneutic framework and an extended form of decision systems analysis (DSA) incorporating cognitive mapping – to explore the strategic thought in building a software house around a philosophy of “best practice” application development. The paper explores decision-making for turning an ambitious vision (automation of enterprise-based sales and marketing activities) into a focused application (pricing configuration software), and then into a large software house (Trilogy) offering enterprise e-commerce suites. Trilogy’s management team’s decision-making was heavily influenced by a strong perception that the organization needed to take risks to achieve “critical mass” in anticipation of a convergence of “back-office” and “front-office” applications into one market. The advanced case study also addresses Trilogy’s transition of its applications into Internet environments, plus the transformation of the organization from a product-orientation to a strictly industry-based business and application development perspective. Trilogy has not compromised its strict application development philosophies, but has incorporated its fast cycle time (FCT) methods into its industry-focused business divisions – and now actually offers the method as a set of services. © Hugh M. Pattinson, Arch G. Woodside, 2007.",Pattinson H.M.; Woodside A.G.,Strategic,,Case study; Commercialization; Development; Development; Hermeneutic; Innovation; Mapping; Research; Software; Strategic; Thought,5.0,,5,0,LLC CPC Business Perspectives,"The abstract discusses the long-term strategic planning and decision-making processes involved in building a software house with a focus on application development philosophies and market convergence. It highlights the organization's ambitious vision and the need for risk-taking to achieve critical mass, which are key components of strategic planning.",scopus-automation,70,20,Mapping strategic thought and action in developing disruptive software technology: Advanced case study research on how the firm crafts shared vision,2007
"Emerging technologies and services stand poised to transform the transportation system, with large implications for energy use and mobility. The degree and speed of these impacts depend largely on who adopts these innovations and how quickly. Leveraging data from a novel survey of San Francisco Bay Area residents, we analyze adoption patterns for shared mobility, electrified vehicle technologies, and vehicle automation. We find that ride-hailing and adaptive cruise control have penetrated the market more extensively than have electrified vehicles or car-sharing services. Over half of respondents have adopted or expressed interest in adopting all levels of vehicle automation. Overall, there is substantial potential for market growth for the technologies and services we analyzed. Using county fixed effects regressions, we investigate which individual and location-level factors correlate to adoption and interest. We find that, although higher-income people are disproportionately represented among current adopters of most new technologies and services, low- to middle-income people are just as likely to have adopted pooled ride-hailing. Younger generations have high interest in automated and electrified vehicles relative to their current adoption of these technologies, suggesting that young people could contribute substantially to future market growth—as they are doing for ride-hailing. We find no evidence that longer commutes present a barrier to plug-in electric vehicle adoption. Finally, women are less likely than men to adopt and/or be interested in adopting most new transportation technologies, with the exception of ride-hailing; designing or marketing technologies with women's preferences in mind could contribute to future market expansion. © 2019 Elsevier Ltd",Spurlock C.A.; Sears J.; Wong-Parodi G.; Walker V.; Jin L.; Taylor M.; Duvall A.; Gopal A.; Todd A.,Strategic,10.1016/j.trd.2019.01.014,Automated vehicles; Car-sharing; Electric vehicles; Ride-hailing; Technology adoption; Transportation decisions,5.0,,10,5,Elsevier Ltd,"The abstract discusses long-term implications of emerging technologies on transportation systems, including factors influencing adoption patterns and potential market growth, which align with strategic planning.",scopus-automation,60,20,"Describing the users: Understanding adoption of and interest in shared, electrified, and automated transportation in the San Francisco Bay Area",2019
"This article considers the link between the increasingly important role of automated information curation online and the rise of what we call ‘commercial populism’. We invoke the term to refer to the convergence of populism as a marketing tool–a way of selling, for example, nutritional supplements or survivalist merchandise–with political strategies that cater to the citizen as consumer (whose freedoms are framed in the individual register of personal taste unfettered from civic concerns or constraints). Perhaps unsurprisingly in this context, we draw on the example of Donald Trump's political rise, which while not unrelated to his particular idiosyncrasies, demonstrates how the automated curation of social media aligns itself with what the aggressive rise of commercial populism. The goal of such an analysis is to consider how the combination of hyper-commercialism with the formal attributes of social media contributes to inter-related political pathologies of polarization and conspiracy theory. The consumer-oriented model of personal taste catered to by algorithmic curation highlights the paradox of ‘social’ media: they promise to enhance the social by displacing or reframing it fundamental a-social. The offloading of social decisions and formation onto commercial, automated systems for curating news and information reinforces this version of individualism, contributing to the forms of misrecognition that enable it. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",Volcic Z.; Andrejevic M.,Strategic,10.1080/09502386.2022.2042581,automation; Donald Trump; filter bubble; political polarization; Populism; social media,5.0,,10,5,Routledge,"The abstract discusses the long-term implications of automated information curation and its relationship with commercial populism, suggesting a broader analysis of societal and political trends rather than immediate tactical or operational decisions.",scopus-automation,60,20,Automated media and commercial populism,2023
"IMB - World of Textile Processing technology exhibition 2009 showcased a comprehensive range of technologies and services for processing flexible materials, replacing sewing with bonding and welding processes. Lectra presented its new versions of DesignConcept Auto (V4RI) and DesignConcept Tech Tex (V4RI) 3D/2D product design and development software solutions. The company offers up to five times more virtual models than before for their car seat and interior using the simulation tools, especially to reduce weight of finished products with satisfactory mechanical properties. Mitsubishi Electric previewed its developed business model E-factory based on real-time automation integration that provides continuous circulation of production information from shop floor to senior management, to help in corrective decision making and production optimization. The NoSo product range exhibited includes one and double-sided adhesion tapes and films both colored and transparent, whereas Framisitalia presented its specialized stretch materials that are difficult to bond but claims for good recovery properties.",Tait N.,Out of scope,,,0.0,,0,100,,"The abstract discusses technologies and services related to textile processing, automation, and product design, which do not pertain to marketing applications. It focuses on manufacturing and industrial processes rather than marketing strategies.",scopus-automation,0,0,What did IMB have to offer for the technical textile industry?,2009
"Unpredictable market conditions have forced textile sector to change the way of thinking and to introduce new technologies in order to increase marketing effects by quick and right decisions, shorter production cycles and more intense communications. Production cycle can be shortened in the phase of product designing and selecting, sampling, production and distribution. But how can the manufacturer decide for a certain product quickly and correctly? Primarily by using CAD/CAM system during the whole process, from idea, pattern, eleboration of technical data, sampling, preparation of production to final production. Another very important factor that additionally increases the importance of CAD/CAM systems is the globalization of the entire production process. Data transmission via internet is quick and considerably facilitates communications between buyers and manufacturers and remote production units. Textile CAD/CAM systems are mainly modularly structured and cover dobby weaving, jacquard weaving and all other textile fields. Optionally available are the packages for 3D simulation and marketing, compact discs with patterns and collections catalogues and virtual fashion shows. Systems for dobby and jacquard weaving are highly improved and simulations in proper density and by considering all constructional parameters look quite realistic. The paper presents some CAD/CAM systems, their features and advantages. The future will be characterized by full automation of the process from the buyer's order to the final production of fabric, which means immediate response and higher flexibility.",Bojic M.B.,Tactical,,CAD/CAM systems; Communication; Designing of dobby fabrics; Designing of jacquard fabrics; Fabric simulation; Internet integration; ITMA,5.0,,15,0,,"The abstract discusses the implementation of CAD/CAM systems in the textile industry to improve decision-making processes, streamline production cycles, and enhance communication. This aligns with tactical decision-making as it focuses on interpreting strategic goals into structured actions and targets.",scopus-automation,10,70,CAD/CAM systems for Dobby and Jacquard weaving; [CAD/CAM sistemi za listno in zakarsko tkanje],1999
