Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Advertising budgeting theory suggests a number of important components of that decision-making process, many of which are examined in this article from the perspective of leading U.S. consumer advertisers. Sixty marketing, advertising and financial executives provide detailed information concerning the general characteristics of their company’s advertising budgeting models, the use of computers and software packages and suppliers, variables and data bases typically analyzed and the perceived performance of their budgeting procedures, among other factors. Although most executives indicate that computers are used in the advertising budgeting process, only about one third of them also analyze advertising-sales response functions. The majority of all executives believe that their company’s advertising budgeting procedures need “some” or “much” improvement and many offer recommendations. © 1983 Taylor and Francis Group, LLC.",Lancaster K.M.; Stem J.A.,Tactical,10.1080/00913367.1983.10672857,,5.0,,15,0,,"The abstract discusses the advertising budgeting process, focusing on how companies implement their budgeting models, analyze data, and improve their procedures, which are tactical aspects of marketing decision-making.",scopus-recommendation,10,70,Computer-based advertising budgeting practices of leading U.S. consumer advertisers,1983
"Despite large increases in the number of new consumer product introductions, little attention has been paid to the integral role of the buyer intermediary. Although previous research by the authors has confirmed various hypotheses on the influence of relevant variables on channel intermediaries' decisions to accept a new product, it could not capture the range of options of a new product's decision environment. This article augments past research by analyzing buyers' accept/reject recommendations for a large number of hypothetical new products. Logistic regression analyses of these data confirmed certain past results: product decisions are found to vary as a function of buyer/product category, gross margin, and product uniqueness. New findings, however, suggest that overall vendor marketing strategy encompasses the most important set of individual attributes influencing buyers' decisions. Manufacturers would increase the probability of having new products accepted by selecting the optimal levels of the various marketing strategy variables. © 1995 by John Wiley & Sons, Inc. Copyright © 1995 Wiley Periodicals, Inc., A Wiley Company",Rao V.R.; McLaughlin E.W.; Hawkes G.F.,Tactical,10.1002/1520-6297(199501/02)11:1<21::AID-AGR2720110104>3.0.CO;2-X,,5.0,,15,0,,"The abstract focuses on the decision-making processes of buyers regarding new products, which aligns with tactical decision-making by interpreting strategic goals into actionable recommendations. It discusses specific variables that influence product acceptance, indicating a structured approach to marketing strategies.",scopus-recommendation,10,70,Supermarket buyer evaluations of hypothetical new products: An empirical analysis,1995
"The research confirms the coexistence of different images for hospitals, service centers within the same hospitals, and service programs offered by each of the service centers. The images of individual service centers are found not to be tied to the image of the host facility. Further, service centers and host facilities have differential rankings on the same service decision attributes. Managerial recommendations are offered for ''image differentiation'' between a hospital and its care centers.",Smith S.M.; Clark M.,Not identified,,,40.0,,10,30,,"The abstract discusses the images of hospitals and service centers and how they are perceived, which doesn't clearly fit into the strategic, tactical, or operational categories. It lacks a concrete application that aligns with the provided classifications.",scopus-recommendation,10,10,Hospital image and the positioning of service centers: An application in market analysis and strategy development,1990
"Existing literature provides little guidance to international managers for selling to public-and private-sector companies in emerging countries. This research attempts to fill this gap using the context of India. The study focuses on the criteria used by industrial buyers to evaluate suppliers. Four hypotheses related to the differences in the importance placed on economic criteria, familiarity with the supplier, reliability of the supplier, and other capabilities of the supplier by purchasing managers from public-and private-sector companies in India are proposed and tested. Purchasing managers from private-sector organizations place more importance on economic criteria and other capabilities of the supplier than do purchasing managers from public-sector organizations. However, there is no difference in the importance placed on the reliability of the supplier by public-and private-sector purchasing managers. Also, no differences in the perception of familiarity as a supplier evaluation dimension are found. Specific recommendations are made on the basis of the findings that can aid managers in making marketing strategy decisions, including positioning, pricing, product, promotion, and distribution decisions. Finally, limitations of the study and extensions for further research are provided.",Karande K.; Shankarmahesh M.N.; Rao C.P.,Tactical,10.1177/1069031x9900700306,,5.0,,15,0,American Marketing Association,"The abstract discusses the evaluation criteria used by purchasing managers in a specific market context, focusing on actionable insights for decision-making. This aligns with tactical-level decision-making, where strategic goals are interpreted into specific targets and structured decisions.",scopus-recommendation,20,60,Marketing to public- and private-sector companies in emerging countries: A study of Indian purchasing managers,1999
"Considerable controversy and debate surrounds the practice of slotting allowances, or fees, paid by manufacturers for obtaining the patronage of retailers. To date, regulators have yet to agree on public policy toward these practices; at least one federal antitrust agency suggests that slotting fees may be competitive, another has conducted investigations into these practices, and still another suggests banning them altogether. In this article, the authors examine the recent decision by the Bureau of Alcohol, Tobacco, and Firearms (BATF) to prohibit slotting allowances in the retail sale of alcohol beverages. Focusing on the regulatory environment, industry structure, marketing practices, and consumer consumption behavior in the alcohol beverage industry, the authors analyze the BATF's decision and attempt to reconcile disparate public policy treatment of these practices. Implications for understanding slotting allowances and recommendations for further public policy development and research then are explored.",Gundlach G.T.; Bloom P.N.,Strategic,10.1177/074391569801700203,,5.0,,10,5,American Marketing Association,"The abstract discusses public policy implications and regulatory environments regarding slotting allowances in the alcohol beverage industry, which relates to long-term organizational goals and the nature of industry practices.",scopus-recommendation,60,20,Slotting allowances and the retail sale of alcohol beverages,1998
"This article reports the findings of an exploratory study defining effectiveness for assessing impacts of brochures. Using data collected from 2,400 information-inquirers of a destination, five major variables are identified to be important for measuring effectiveness: readership, on-site consultation of brochure, influence on decision-making, influence on spending, prior experience of the destination. Implications and recommendations are discussed for developing quality brochures and marketing strategies. © 1997, Taylor & Francis Group, LLC. All rights reserved.",Zhou Z.,Tactical,10.1300/J073v06n03_09,,5.0,,15,0,,"The abstract discusses specific metrics and strategies for assessing the effectiveness of brochures, which aligns with tactical decision-making in marketing. The identification of five major variables for measuring effectiveness indicates a structured approach to achieving strategic goals.",scopus-recommendation,10,70,Destination marketing: Measuring the effectiveness of brochures,1997
"Policymakers in many developing Asian countries have commonly relied on investment incentives as a major policy instrument to attract foreign investment. Using comparative case studies of Asian transnational corporations (TNCs) in Southeast Asia, this paper argues that investment incentives per se are ineffective in attracting foreign investment. The paper first examines the role of government incentives in the inflow of foreign investment, with particular reference to the Southeast Asian region. It then provides a comparative study of Hong Kong and Taiwanese investments. Hong Kong TNCs are shown to have invested in Southeast Asia because of market or market‐related reasons, not investment incentives per se. To these firms from Hong Kong, investment incentives are more a kind of post hoc rationalization of their decision making. For the Taiwanese investors in Malaysia, government incentives are less important than the existence of market access and the friendly host country environment. The paper also suggests some implications and specific policy recommendations for policymakers in host country governments. Instead of over‐reliance on investment incentives, host country governments should be more concerned with: 1) a commitment to internationalization through the promotion and marketing of international images; 2) the upgrading of domestic resources through continuous training and development; 3) a more efficient allocation of resources; 4) supra‐national coordination and promotion. © Routledge 1996.",Yeung H.W.,Strategic,10.1080/09512749608719201,,10.0,,10,5,,"The abstract discusses long-term policy implications for attracting foreign investment in developing Asian countries, emphasizing the need for a broader strategic approach beyond investment incentives.",scopus-recommendation,60,15,Attracting foreign investment? The role of investment incentives in the ASEAN operations of transnational corporations,1996
"This paper develops a research model to study the behavioral impacts of consultative knowledge based systems (KBS). An experiment was conducted with 36 experienced MBA students in marketing management to explore to what extent their decisions were affected by the following factors: user participation in updating the knowledge-base of the KBS, ambiguity of decision setting, routinization of usage, and source credibility of the expertise embedded in the KBS. Results show that ambiguity and source credibility affect user acceptance of the KBS recommendation and cause them to revise decisions. Implications of these findings for the design of consultative KBS are discussed. © 1997 Elsevier Science Ltd.",Mak B.; Lyytinen K.,Tactical,10.1016/S0306-4573(97)00015-0,,5.0,,15,0,Elsevier Ltd,"The research focuses on the behavioral impacts of consultative knowledge-based systems (KBS) on decision-making in marketing management, which aligns with tactical decision-making processes involving structured decisions based on defined targets.",scopus-recommendation,10,70,A model to assess the behavioral impacts of consultative knowledge based systems,1997
"Focus groups are a common tool used in marketing research to determine customers' attitudes about products or services. With careful attention to the basic structure and using selected quantitative enhancements, focus groups can also be used by ergonomists for developing solutions to product and workplace problems. By involving users and supplementing their verbal reactions with 'hard data', focus group results can be understandable to marketeers, engineers, and management. Thus, the methodology gives practitioners an effective means for approaching ergonomic problems and gaining acceptance of their recommendations. This paper describes considerations for selecting participants, requirements of the moderator, and suggestions for designing the focus group session. They are basic focus group elements. Also described are three alternative methods for enhancing the basic procedure—combining it with prior performance testing, using it as a basis for a subsequent decision-making analysis, and incorporating a tradeoff analysis during the session. The author's experience in applying these methods is given in three case studies. © 1990 Taylor & Francis Group, LLC.",Caplan S.,Tactical,10.1080/00140139008927160,Design; Ergonomics; Focus group; Methodology; Product; Workplace,5.0,,15,0,,"The abstract discusses the use of focus groups in ergonomics and marketing research for practical problem-solving, which aligns with tactical decision-making processes that interpret strategic goals into actionable targets.",scopus-recommendation,10,70,Using focus group methodology for ergonomic design,1990
"This paper presents the results of an exploratory study designed to examine influential information sources and decision factors in the selection of plastic surgeons for cosmetic versus medical procedures. Physician referrals were found to be the most influential sources of information for both groups. Word-of-mouth and magazine and newspaper articles were also important information sources for cosmetic patients. Primary selection factors were significantly different between groups, with board certification the most influential for cosmetic patients and recommendation by physician most influential for medical patients. [Article copies available for a fee from The Haworth Document Delivery Service: 1-800-342-9678. E-mail address: Getinfo@haworthpressinc.com]. © 1998 by The Haworth Press, Inc. All rights reserved.",Nowak L.I.; Washburn J.H.,Out of scope,10.1300/J026v15n04_03,,0.0,,0,100,,"The abstract discusses the selection factors and information sources for plastic surgeons, which is related to healthcare rather than marketing.",scopus-recommendation,0,0,Patient sources of information and decision factors in selecting cosmetic surgeons,1998
"The Janus Commission was established by 1995-96 AACP President Mary-Anne Koda-Kimble to scan the health care environment and to identify, analyze, and predict those changes within the environment likely to profoundly influence pharmacy practice, pharmaceutical education, and research; and to alert the academy to both threats and opportunities that such environmental changes present. Throughout its deliberations, the Commission was drawn repeatedly to the pervasive influence of a changing, more intensively integrated and managed health care system on both pharmaceutical education and pharmacy practice. This fundamental change in health care has been the primary influence in the Commission's thinking and recommendations. The Commission believes that a revised model for pharmaceutical education is needed to meet the challenges presented by the changing health care system. In particular, schools and colleges of pharmacy must become true ""activists"" in health care policy, services delivery, and research in order to effectively achieve their missions in professional education. Employing the analogy of the pharmaceutical industry, the Commission suggests the following fundamental areas of emphasis for schools and colleges: • the need for enhanced research and development activities related to the provision of, compensation for, and outcomes of pharmaceutical care; • sustained curricular reform efforts that assure successful ""manufacturing"" of competent and caring pharmaceutical care providers; • aggressive ""marketing"" programs, working in collaboration with the profession of pharmacy, that promote the delivery of pharmaceutical care and foster enhanced practice/education partnerships; and • enhanced interaction with the ""product"" of professional education programs, the pharmacist, to assure that graduates can and will continue to provide effective clinical, humanistic, and economic outcomes in the course of their professional careers. Finally drawing upon the previous works of the Pew Health Professions Commission and the AACP Commission to Implement Change in Pharmaceutical Education, the Janus Commission believes that fundamental actions must be taken immediately within the academy to assure the future success of our professional programs and graduates within the evolving health care system. Among these are: • completion of the evolution of the ""values system"" of pharmaceutical education toward producing graduates who are patient-centered providers of pharmaceutical care; • active involvement by administrators and faculty of colleges and schools of pharmacy in health care system decision-making, policy determinations, and research activities; and • creation by colleges and schools of action-oriented business plans that result in effective partnerships with practice organizations and health care delivery systems. The Commission encourages a thorough and critical reading of its report and looks forward to a very healthy, lively, and productive dialogue within the academy over the next several months.",Bootman J.L.; Hunter R.H.; Kerr R.A.; Lipton H.L.; Mauger J.W.; Roche V.F.,Strategic,,,5.0,,10,5,American Association of Colleges of Pharmacy,"The abstract discusses long-term goals and fundamental changes needed in pharmaceutical education and practice in response to the evolving healthcare environment, which aligns with strategic planning.",scopus-recommendation,60,20,Approaching the millennium: The report the AACP Janus Commission,1997
"Effective system design for service sector outlets requires the explicit consideration of the interconnectedness of its myriad elements. Facility design decisions as well as tactical, operational choices must recognize the marketing environment, including competitive and demographic factors, and their interactions. The particular design and operational features selected for a given retail service outlet will affect its sales, fixed and variable costs, service levels, efficiency, and profits. We consider a fast food chain contemplating acquiring, building, and operating a new outlet at a particular candidate site, with its own particular environment. We offer a normative approach for this type of decision, which arrives endogenously at the best choices for both design and operational features for the site. The final decision as to whether or not to actually acquire, build, and operate the outlet at the candidate site thus depends on several complex connected choices. Our implementable approach integrates the non-parametric allocative data envelopment analysis methodology with parametric regression analysis to yield a mathematical programming optimization model. We illustrate the approach with actual data from Hardee's, a fast food chain with over 3100 outlets, and an actual candidate site. The recommendations from the approach are compared with those from the conventional approach. A key advantage of our approach is its contrast to conventional approaches for site selection which ignore the more detailed design and operational choices. Additionally, the conventional approaches do not recognize the real possibility that labor and material costs might be affected by these choices. In conventional approaches, two types of errors can occur: (i) an incorrect ""go/no-go"" decision could be recommended for the site in question, and (ii) even if the optimal design choices are coincidentally identified, the forecasted level of annualized profits could be quite different, leading to an incorrect decision or priority about acquiring, building, and operating the candidate outlet. Other key advantages of our suggested approach are that: (i) various substitution possibilities (between more or less capital, labor, material, etc.) are considered, (ii) not only is the best configuration identified, but also a ranking of the possible configurations is available to help in sensitivity analyses and answering ""what-if"" questions, (iii) other specific sites (which serve as the basis for the recommendations) are identified, thereby enabling management (through site visits) to isolate the actual processes and procedures to be employed at the candidate site, and (iv) identify economies of scale possible. In summary, our approach identifies the chain's best practices in different environments, thereby enabling management to factor out poor performances due to flawed installation, lack of proper worker incentives, etc. Also, while the illustration is for a fast food outlet, the approach is equally appropriate for other service outlets, e.g., banks, hospitals, or pharmacies. © 1993.",Banker R.D.; Morey R.C.,Strategic,10.1016/0272-6963(93)90035-N,,5.0,,10,0,,"The abstract discusses long-term considerations for facility design decisions in the service sector, emphasizing the interconnectedness of various elements affecting sales, costs, service levels, and profits. This aligns with strategic planning aimed at defining the goals and nature of the organization.",scopus-recommendation,60,25,Integrated system design and operational decisions for service sector outlets,1993
The location decision for a magnetic resonance imaging (MRI) services facility is evaluated through marginal analysis. Both population-based and referral-based data are applied. The results provide input for a series of practical recommendations for MRI service providers.,Colburn C.B.; LaTour M.S.; Johnson K.A.,Out of scope,,,0.0,,0,100,,"The abstract discusses the evaluation of a location decision for MRI services, which is related to healthcare rather than marketing. Therefore, it falls outside the defined scope of marketing-related applications.",scopus-recommendation,0,0,Locating MRIs through marginal analysis,1992
"For a couple of years now, the Stiftung Warentest and its magazine test have informed the FRG consumer about groups of drugs primarily administered through self-medication (Over-The-Counter drugs = OTC). These reports are based on descriptions and assessments of drugs available on the market. test's ongoing effort in this field is unique on the European consumer scene. So far 500 - primarily OTC - drugs related to 24 fields of application were discussed in test. Only less than half of the drugs received the positive recommendation ""suitable for therapy."" The enclosed package leaflet was examined with respect to the comprehensiveness and intelligibility of the statements made. The results obtained were similar. The reports are a permanent reminder of the regulatory deficit of the German Federal Health Office (Bundesgesundheitsamt = BGA) whose decisions frequently show no evidence of an active stance in favour of consumer interests. Another aim is to reduce the drug producers' information and marketing monopoly. Basically, the test reports constitute an attempt to introduce more rationality into the drug area and thereby to improve the consumer's drug safety. © 1989 Kluwer Academic Publishers.",Glaeske G.,Out of scope,10.1007/BF00412141,,0.0,,0,100,Kluwer Academic Publishers,"The abstract discusses the evaluation and reporting of Over-The-Counter drugs, which is related to consumer health and safety rather than marketing strategies or applications.",scopus-recommendation,0,0,Stiftung Warentest and the pharmaceutical market,1989
"Many knowledge discovery systems have been developed in diverse areas, but few systems address the use of knowledge in decision problems explicitly. This paper presents a decision support system for real-time telemarketing operations using the information extracted from the Bayesian network learning model. A prototype decision support system was developed for AT&T customer-contact employees to provide a recommendation regarding the promotion of a telephone discount plan. The system integrated a Bayesian network learning model (knowledge discovery process) and decision-making technique (influence diagram) to provide real-time decision support. A Bayesian network learning model was used to predict a probability of the customer's response from the previous promotion/response history. The influence diagram framework was used to integrate the predicted probability with the cost and benefit related to the possible actions. It was demonstrated that decision support by the Bayesian network learning model itself can be misleading. However, by linking the Bayesian network learning model with rigorous decision-making techniques such as influence diagrams, the decision support system developed in this paper was shown to provide an intelligent decision advice. © 1997 Elsevier Science B.V.",Ahn J.-H.; Ezawa K.J.,Tactical,10.1016/S0167-9236(97)00009-2,Bayesian network learning; Decision support system; Influence diagrams; Service operations management; Telecommunication applications,5.0,,20,0,Elsevier,"The abstract describes a decision support system designed to aid in real-time telemarketing operations by providing recommendations based on a Bayesian network learning model and influence diagrams. This aligns with tactical decision-making, where strategic goals are interpreted into actionable targets, particularly in the context of marketing and operational efficiency.",scopus-recommendation,25,50,Decision support for real-time telemarketing operations through Bayesian network learning,1997
"During the past several years, there has been a myriad of recommendations for strategies to control internal parasites of beef cattle. The problem is not so much that many approaches exist but that management strategies for beef cattle vary dramatically throughout North America. The variations in climate, forages, classes of cattle raised, seasonally of breeding, calving, and marketing all contribute to management decisions made by the livestock producer and veterinarian. Thus, no one approach best serves the needs of all livestock producers. In this column, geography and climate, class of cattle raised, and general management schemes are used as the basis for developing guidelines for rational parasite control programs for cattle. The selection of anthelmintic varies based on a number of considerations. The primary species of parasite and the stage of development are the most important criteria. In older cows that have acquired immunity, the relative efficacy of a drug is not as important as it is in naive replacement heifers. The ease of administration, cost of the drugs, and additional benefits (such as ectoparasite control) may aid in determining the best choice of anthelmintic for a particular situation. Controlling Ostertagia ostertagi should be the focus of a beef cattle parasite control program. Other important gastrointestinal nematodes are Cooperia species and Haemonchus. These gastrointestinal nematodes plus the lungworm Dictyocaulus and liver flukes are the most economically important parasites of cattle in North America.",Craig T.M.,Out of scope,,,0.0,,0,100,,"The abstract discusses strategies for controlling internal parasites in beef cattle, which falls outside the realm of marketing-related AI applications.",scopus-recommendation,0,0,"Deworm in winter, spring, summer, or fall? Developing successful internal parasite control programs",1997
