Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
Analysis of facebook in the teaching-learning process about mathematics through data science; [Analyse de facebook dans le processus d'enseignement-apprentissage des mathématiques par la science des données],Salas-Rueda R.-A.,2021,10.21432/cjlt27895,"The aim of this quantitative research is to analyze the impact of Facebook in the teachinglearning process in financial mathematics education, using data science, machine learning, and neural networks. The sample is composed of 46 students from the Bachelor of Administration, Commerce and Marketing program at La Salle University. The results of machine learning (linear regression) indicate that sending messages, watching instructional videos, and publishing exercises on Facebook supports the teaching-learning process in financial mathematics. Likewise, data science identified six predictive models for the use of Facebook in the educational context by means of the decision tree technique. Analysis using neural networks identified the influence of sending messages, watching instructional videos, and publishing exercises on Facebook during the assimilation of knowledge and development of mathematical skills. Finally, Facebook is a technological and communication tool that transforms the organization of teaching and learning activities in financial mathematics education. This work is licensed under a Creative Commons Attribution-NonCommercial CCBY-NC 4.0 International license.",Data science; Facebook; Learning; Neural networks; Social network,Canadian Network for Innovation in Education,scopus-data science,Tactical,"The study analyzes the impact of Facebook on the teaching-learning process in financial mathematics education, indicating specific targets and structured decisions related to educational strategies and user engagement in social media.",10,70,15,0,5
Data-Driven Personas for Enhanced User Understanding: Combining Empathy with Rationality for Better Insights to Analytics,Jansen B.J.; Salminen J.O.; Jung S.-G.,2020,10.2478/dim-2020-0005,"Persona is a common human-computer interaction technique for increasing stakeholders’ understanding of audiences, customers, or users. Applied in many domains, such as e-commerce, health, marketing, software development, and system design, personas have remained relatively unchanged for several decades. However, with the increasing popularity of digital user data and data science algorithms, there are new opportunities to progressively shift personas from general representations of user segments to precise interactive tools for decision-making. In this vision, the persona profile functions as an interface to a fully functional analytics system. With this research, we conceptually investigate how data-driven personas can be leveraged as analytics tools for understanding users. We present a conceptual framework consisting of (a) persona benefits, (b) analytics benefits, and (c) decision-making outcomes. We apply this framework for an analysis of digital marketing use cases to demonstrate how data-driven personas can be leveraged in practical situations. We then present a functional overview of an actual data-driven persona system that relies on the concept of data aggregation in which the fundamental question defines the unit of analysis for decision-making. The system provides several functionalities for stakeholders within organizations to address this question. © 2020 Bernard J. Jansen et al., published by Sciendo",analytics; conceptual analysis; data science; data-driven personas; persona,Elsevier Ltd,scopus-data science,Tactical,"The abstract discusses the application of data-driven personas as interactive tools for decision-making, particularly in digital marketing contexts. This aligns with tactical decision-making, which involves structured decisions in implementing strategic goals.",20,60,15,0,5
Smartphones and laptops: How do these mobile devices influence the teaching-learning process?,Salas-Rueda R.-A.,2024,10.16986/HUJE.2023.510,"The aim of this quantitative research is to analyze the students' perceptions about the use of smartphones and laptops in the educational process through data science. The sample is composed of 80 students who took the careers of Administration, Commerce, Accounting and Marketing at a Mexican university during the 2017 school year. The results of machine learning (linear regression) indicate that the use of mobile devices in the classroom positively influences the search for information of the courses and realization of school activities through smartphones and laptops. Likewise, data science identifies 4 predictive models about the use of smartphones and laptops in the educational field through the decision tree technique. Finally, the incorporation of mobile devices in the classroom improves the teaching-learning conditions. © 2024, Hacettepe University. All rights reserved.",data science; educational technology; higher education; laptops; machine learning; Mobile devices; smartphones,Hacettepe University,scopus-data science,Operational,"The research focuses on the use of smartphones and laptops in the educational process, analyzing students' perceptions and the impact on day-to-day educational activities. It involves precise decisions related to the management of educational tools and methods used in classrooms.",10,20,60,5,5
Perception of students on blended learning considering data science and machine learning; [Percepciones de los estudiantes sobre el blended learning considerando la ciencia de datos y el aprendizaje automático],Salas-Rueda R.-A.,2020,,"This quantitative research aims to analyze the impact of audiovisual contents, discussion forums and online evaluations in the blended learning modality through data science and machine learning. The sample is composed of 106 students from the careers of Administration, Commerce, Accounting, Marketing and Systems. The results of machine learning (linear regression) indicate that audiovisual contents, discussion forums and online evaluations in the blended learning modality positively influence the teaching-learning process. On the other hand, data science identified 3 predictive models on the use of Blended learning by means of the decision tree technique. This research recommends the incorporation of the Blended learning modality during the planning and organization of school courses in order to develop the competencies of the students. Finally, Blended learning represents an alternative to improve teaching-learning conditions in the 21st century through the performance of synchronous and asynchronous school activities. © 2020 Red Universitaria de Campus Virtuales. All rights reserved.",Blended Learning; Data Science; Higher Education; ICT; Machine Learning; Technology,Red Universitaria de Campus Virtuales,scopus-data science,Tactical,"The research focuses on the implementation and effectiveness of blended learning strategies using data science and machine learning, which aligns with tactical decision-making aimed at optimizing educational processes and outcomes.",10,75,10,0,5
Model selection using database characteristics: Developing a classification tree for longitudinal incidence data,Schwartz E.M.; Bradlow E.T.; Fader P.S.,2014,10.1287/mksc.2013.0825,"When managers and researchers encounter a data set, they typically ask two key questions: (1) Which model (from a candidate set) should I use? And (2) if I use a particular model, when is it going to likely work well for my business goal? This research addresses those two questions and provides a rule, i.e., a decision tree, for data analysts to portend the ""winning model"" before having to fit any of them for longitudinal incidence data. We characterize data sets based on managerially relevant (and easy-to-compute) summary statistics, and we use classification techniques from machine learning to provide a decision tree that recommends when to use which model. By doing the ""legwork"" of obtaining this decision tree for model selection, we provide a time-saving tool to analysts. We illustrate this method for a common marketing problem (i.e., forecasting repeat purchasing incidence for a cohort of new customers) and demonstrate the method's ability to discriminate among an integrated family of a hidden Markov model (HMM) and its constrained variants. We observe a strong ability for data set characteristics to guide the choice of the most appropriate model, and we observe that some model features (e.g., the ""back-and-forth"" migration between latent states) are more important to accommodate than are others (e.g., the inclusion of an ""off"" state with no activity). We also demonstrate the method's broad potential by providing a general ""recipe"" for researchers to replicate this kind of model classification task in other managerial contexts (outside of repeat purchasing incidence data and the HMM framework). © 2014 INFORMS.",Business intelligence; Classification tree; Data science; Forecasting; Hidden Markov models; Hierarchical Bayesian methods; Machine learning; Model selection; Posterior predictive model checking; Random forest,INFORMS Inst.for Operations Res.and the Management Sciences,scopus-data science,Tactical,"The abstract discusses a decision tree tool that helps analysts select the appropriate model for forecasting repeat purchasing, which aligns with tactical decision-making in marketing analytics and purchase prediction.",10,70,15,0,5
Forecasting Business Persistency at HDFC Life: Smart Insights Powered by Data Analytics,Karulkar Y.; Jain S.,2020,10.1177/2277977920958573,"The life insurance industry is inherently a data-driven industry with various applications for analytical decision-making. Data science has influenced all business functions in an insurance organization to provide a distinct competitive advantage and push the industry towards the vision of ‘Insure Tech’. This case revolves around one such application of analytics in HDFC analytics dealing with championing the initiative for forecasting and analysis of Business Persistency. The persistency ratio is actually a fairly simple, yet very important metric that provides a snapshot of the health of the insurance industry. Considering the importance of this parameter, it became extremely important for HDFC Life to understand the factors behind persistency numbers and what lies ahead for the organization. The existing forecasting techniques were biased by the nature of work and did not give a significantly accurate and realistic number. The top management found this to be challenging for decision-making and decided that this required the intervention of the Business Insights department. Mr. Francis Rodrigues, SVP—Data Labs, Business Insights and Innovation was given the task to take over the pilot project and increase usage of analytical tools for Persistency Analysis. While Quarter 1 results have been significant, Mr. Francis Rodrigues still wonders whether he captured all the internal and external measures to obtain effective results. Has he done enough and how many more areas can analytics be applied for in the insurance domain? Research Question/Purpose: The current methods of persistency calculation are biased by the nature of work and deflect by a huge margin from the numbers actually achieved. There are no realistic forecasts for the coming year making the management uncertain with the decisions they take for strategic purposes. Theory: Time-indexed collection data help in predicting persistency numbers which are also influenced by some important variables behind collection follow-up and categories of customers. Type of the Case: Applied problem solving. Protagonist: Not needed. Options: Due to the availability of time-indexed data, time series was considered to be the best approach to forecast values into the future. However, that would only solve one half of the problem. It was also important to understand the parameters affecting persistency numbers, important variables behind persistency collections and classify the customers based on such variables. With this knowledge, classification models were also taken into consideration. Discussions and Case Questions: Besides time-indexed collection data which other variables amongst policy and demographic parameters influence persistency parameters? How can insights be drawn about the factors that are actually affecting the persistency numbers? Will calculating and sharing monthly persistency numbers for the coming year improve the percentage of customers remitting payment on time? By classifying customers into various categories with regards to the frequency of follow-up required for premium collection can a favourable segment be carved out? © 2020 SAGE Publications.",business insights; data analytics; financial analytics; Life insurance; marketing analytics; persistency; sales forecasting; time series analysis,SAGE Publications Ltd,scopus-data science,Tactical,"The case focuses on improving the persistency ratio through analytical decision-making, which aligns with interpreting strategic goals into structured targets. The discussions involve understanding variables that influence persistency and the application of analytical tools to improve decision-making, fitting the tactical level.",10,70,15,0,5
Choices in networks: a research framework,Feinberg F.; Bruch E.; Braun M.; Falk B.H.; Fefferman N.; Feit E.M.D.; Helveston J.; Larremore D.; McShane B.B.; Patania A.; Small M.L.,2020,10.1007/s11002-020-09541-9,"Networks are ubiquitous in life, structuring options available for choice and influencing their relative attractiveness. In this article, we propose an integration of network science and choice theory beyond merely incorporating metrics from one area into models of the other. We posit a typology and framework for “network-choice models” that highlight the distinct ways choices occur in and influence networked environments, as well as two specific feedback processes that guide their mutual interaction, emergent valuation and contingent options. In so doing, we discuss examples, data sources, methodological challenges, anticipated benefits, and research pathways to fully interweave network and choice models. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Choice models; Computational social science; Data science; Decision theory; Marketing; Networks,Springer,scopus-data science,Operational,"The abstract discusses the integration of network science and choice theory, focusing on models that help understand consumer preferences and decision-making processes, which aligns closely with operational tasks such as choice modeling and determining consumer preferences.",10,20,60,0,10
Teaching marketing analytics: a pricing case study for quantitative and substantive marketing skills,Skiera B.; Jürgensmeier L.,2024,10.1057/s41270-024-00313-2,"This article describes a data-driven case study for teaching and assessing students’ skills in marketing analytics, specifically in pricing. This case study combines teaching econometrics to analyze data and substantive marketing to derive managerial insights. The econometric challenge requires students to set up and implement a regression analysis to derive the demand function, detect multicollinearity, and select appropriate data visualizations. The substantive challenge requires deriving optimal pricing decisions and understanding how the parameters of the demand function impact optimal prices and the associated profit. We test the case study in a marketing analytics exam and discuss the performance of 134 students. Beyond assessing student performance in an exam, the case study facilitates teaching through in-class group work or assignments. Free of charge, under a liberal CC BY license, we encourage other educators to use the case study in their teaching. We provide the necessary data and a sample solution using the statistical programming language R. © The Author(s) 2024.",Case study; Data science; Education; Marketing analytics; Pricing; Teaching,Palgrave Macmillan,scopus-data science,Tactical,"The abstract discusses a case study focused on teaching and assessing marketing analytics skills in pricing, which involves structured decisions related to marketing analytics and deriving optimal pricing decisions. This aligns closely with tactical marketing practices.",10,70,15,0,5
A data science-based marketing decision support system for brand management,Chornous G.; Fareniuk Y.; Giedraitis V.R.; Ulvidienė E.; Kharlamova G.,2023,10.21511/im.19(2).2023.04,"To improve the marketing activity and brand management and justify the most effective marketing decisions, organizations should implement different information technologies, mathematical methods and models into the marketing decision support system (MDSS). The goal of this paper is to form an architecture of an MDSS, the model base of which is developed on Data Science tools, in particular regression analysis and machine learning methods. The proposed MDSS is a multi-agent information system comprising nine intellectual agents (market environment monitoring, data processing, marketing mix modeling, price policy support, portfolio management, strategic analysis, forecasting, customer segmentation, and customer classification). The functionality of these agents is realized through Data Science, which allows for the optimization of marketing activities (e.g., an effective brand management strategy and its elements (portfolio strategy, price policy, and media strategy) or solving the problems of attracting new and retaining current customers with the maximal return on marketing investments). The MDSS analyzes the marketing environment, media activity, and business indicators by constructing different models and forecasting various combinations of marketing factors to select the best one. The joint work of MDSS agents provides decision-makers with interactive reports. The research findings offer a scientific basis for making effective marketing decisions based on data, and the proposed MDSS can become part of an intelligent system for planning marketing activities. © Galyna Chornous, Yana Fareniuk, Vincentas Rolandas Giedraitis, Erstida Ulvidienė, Ganna Kharlamova, 2023.",decision-making; enterprise; intelligent agent; marketing mix; marketing strategy; modeling; multi-agent system,LLC CPC Business Perspectives,scopus-data science,Strategic,"The abstract discusses the formation of a marketing decision support system (MDSS) with long-term implications for marketing activities, brand management, and effective marketing decision-making through the use of data science tools. It aligns with strategic planning by defining the architecture and capabilities of the system to enhance organizational goals.",60,30,5,0,5
Evaluating the creditworthiness of a client in the insurance industry using adaptive neuro-fuzzy inference system,Doskocil R.,2017,10.5755/j01.ee.28.1.14194,"The article deals with the issue of a client's creditworthiness assessment in the insurance industry. The article aims to identify new factors related to a client's creditworthiness, and to create an assessment model. The factors which have relations to a client's creditworthiness were identified in the first research stage. These factors represent the inputs into the model. The assessment model of the client's creditworthiness was created in the second stage. In the third stage, the model was verified and implemented. The neuro-fuzzy method was used for creation, verification and implementation of the model. Five variables were selected as the inputs including damages, insurance length, insurance penetration, annual earnings and 2nd degree liquidity. These input variables were divided into two categories based on their nature (insurance indicators, accounting indicators). Research results show that the proposed model was verified above input data and can be used as a tool for supporting decisions concerning a client’s creditworthiness in the insurance industry. The main contribution of the paper is the identification of new factors which have relation to a client’s creditworthiness and the creation of the assessment model which works with these new factors transferred to fuzzy variables. The proposed model differs from the current approaches primarily thanks to its complex, systematic and hierarchical ability to evaluate the newly identified factors related to a client’s creditworthiness as fuzzy variables. Thanks to the model, it is possible to automate and accelerate the process of evaluation of a client’s creditworthiness in the insurance industry. The knowledge gained from the evaluation model is immediately possible to use in the strategic management of insurance companies e.g. in marketing activities. © 2017, Kauno Technologijos Universitetas. All rights reserved.",Artificial neural network; Creditworthiness; Decision-making; Fuzzy logic; Insurance industry; Neuro-fuzzy model,Kauno Technologijos Universitetas,scopus-fuzzy logic,Strategic,"The article focuses on long-term planning for assessing client creditworthiness in the insurance industry, aiming to identify new factors and create a comprehensive assessment model. This aligns with strategic goals of organizational decision-making and systematic evaluation.",60,25,10,0,5
Time to market prediction using type-2 fuzzy sets,Baguley P.; Page T.; Koliza V.; Maropoulos P.,2006,10.1108/17410380610662924,"Purpose - Time to market is the essential aim of any new product introduction process. Performance measures are simple quantities that indicate the state of manufacturing organisations and are used as the basis of decision-making at this crucial early stage of the process. Fuzzy set theory is a method for using qualitative data and subjective opinion. Fuzzy sets have been used extensively in manufacturing for applications including control, decision-making, and estimation. Type-2 fuzzy sets are a novel extension of type-1 fuzzy sets. Aims to examine this subject. Design/methodology/approach - This research explores the increased use of type-2 fuzzy sets in manufacturing. In particular, type-2 fuzzy sets are used to model ""the words that mean different things to different people"". Findings - A model that can leverage design process knowledge and predict time to market from performance measures is a potentially valuable tool for decision making and continuous improvement. A number of data sources, such as process maps, from previous research into time to market in a high technology products company, are used to structure and build a type-2 fuzzy logic model for the prediction of time to market. Originality/value - This paper presents a demonstration of how the type-2 fuzzy logic model works and provides directions for further research into the design process for time to market. © Emerald Group Publishing Limited.",Fuzzy logic; Time to market,,scopus-fuzzy logic,Strategic,"The abstract discusses the use of type-2 fuzzy sets to predict time to market in manufacturing, which aligns with long-term decision-making processes and organizational goals focused on improving product introduction efficiency.",60,20,15,0,5
Capturing the high-risk environment of the transition economy in Bulgaria-a simulation-based DSS,Olson D.L.; Shipley M.; Johnson M.; Yankov N.,2007,10.1016/j.dss.2004.11.005,"Eastern European countries have undergone a transition from centralized economic planning to more open economic systems. Hard data based upon past experience are inappropriate for decision making in this radically changed environment. A team of Bulgarian and U.S. researchers utilized system dynamics simulation to model the microeconomic environment of a Bulgarian winery expanding into regional and international markets. Expert opinion was provided for both micro- and macroeconomic factors. Given the uncertainty of the data and the ambiguity in the experts' opinions, fuzzy logic was used to model the transitional economic firm's decision making. © 2004 Elsevier B.V. All rights reserved.",Fuzzy models; Simulation; System dynamics; Transition economies,,scopus-fuzzy logic,Strategic,"The abstract discusses a transition in economic systems and the use of system dynamics simulation to model decision-making in a winery. This indicates a focus on long-term planning and adaptation to new market environments, aligning it with strategic decision-making.",60,20,10,5,5
