Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
A comparative analysis of multiattribute attitude models,Lindgren J.H.; Konopa L.J.,1980,10.1007/BF02721933,"In the consumer behavior context, multiattribute attitude models used to predict consumer choice in multiple criteria decision making situations have produced mixed results. Prediction of consumer behavior from attitudes, consequently, has been highly debated in recent years with researchers using beliefs-only, full, and extended multiattribute attitude models. The research underlying this paper was designed to compare the predictive superiority of the beliefs-only model, the full multiattribute attitude model, and a new representation identified as the combined multiattribute/determinant attribute attitude model. Data concerning patronage of fast-food chains were collected from a student panel for seven weeks. Predictive superiority was determined by average adjusted R2 using the patronage behavior dependent variable. All models were tested in aggregated and disaggregated form. © 1980 Academy of Marketing Science.",,Springer-Verlag,scopus-prediction,Tactical,"The abstract discusses the comparison of different multiattribute attitude models to predict consumer behavior, which relates to structured decision-making processes in marketing analytics and consumer choice modeling. This fits into the tactical level as it interprets strategic goals into concrete targets for understanding consumer preferences and behaviors.",15,60,20,0,5
Unlimited shelf space in Internet supply chains: Treasure trove or wasteland?,Rabinovich E.; Sinha R.; Laseter T.,2011,10.1016/j.jom.2010.07.002,"Internet retailing offers merchants limitless shelf space. This has led experts to highlight the existence of a ""long tail"" of offerings on the web and assert that the future of online business is ""selling less of more."" However, it is difficult for Internet retailers of physical goods to sell a large scope of products without having to handle potentially large amounts of product returns from customers. This is due to the fact that customers can and do get overwhelmed by excessive product variety and often make erroneous purchasing decisions. We shed light on this issue through an assessment of theoretical predictions based on data from sales and returns of almost 7000 products in a particular product category. While retailers can benefit from expanding the scope of their inventories to generate Internet sales, the success of this strategy will depend on the control of unjustified product returns by consumers and the management of recurrent execution errors and product fit failures in transactions with customers. Furthermore, from our results, the gains that this strategy will bring to retailers will be bound by the amount of time products have been available on the Internet retailer's site, as well as by other attributes such as product price and size. © 2010 Elsevier B.V. All rights reserved.",E-commerce; Empirical study; Marketing-operations interface,,scopus-prediction,Tactical,"The abstract discusses how online retailers can manage product returns and the effectiveness of inventory expansion, which aligns with tactical decision-making that interprets strategic goals into actionable targets. It focuses on specific operational challenges and solutions within the context of e-commerce.",20,60,15,0,5
The time-harried shopper: Exploring the differences between maximizers and satisficers,Chowdhury T.G.; Ratneshwar S.; Mohanty P.,2009,10.1007/s11002-008-9063-0,"Schwartz and his colleagues have proposed individual differences in consumer decision goals. Maximizers are those who always strive to make the best possible decision, whereas satisficers are those who are usually willing to settle for a ""good enough"" option. In this study, we explore the influence of the maximizing trait in situations where consumers have to make quick purchase decisions. The context for our empirical study is online gift purchases made under a time constraint. The results support our predictions that maximizers (vs. satisficers) engage in more prepurchase browsing behavior and also perceive more decision time pressure. Furthermore, these effects are moderated by the size of the available choice assortment. The results also show that maximizers are more likely to change their initial time-constrained choices if given the opportunity to do so. We discuss the implications of the research for the study of individual differences in consumer behavior and also for customizing retail sales and Internet marketing tactics based on buyer segmentation. © 2008 Springer Science+Business Media, LLC.",Assortment size; Browsing behavior; Consumer decision making; Maximizing trait; Time pressure,,scopus-prediction,Tactical,"The abstract discusses consumer behavior in decision-making processes, particularly in the context of online gift purchases under time constraints. This relates to tactical decisions such as marketing analytics, customer acquisition, and understanding consumer preferences, which are more structured and aimed at achieving strategic goals.",10,70,15,0,5
Determinants of Revenue-Reporting Practices for Internet Firms,Bowen R.M.; Davis A.K.; Rajgopal S.,2002,10.1506/9728-4YG8-GC3L-FPFA,"The financial press and accounting regulators (e.g., the Securities and Exchange Commission and Financial Accounting Standards Board) have expressed concern about pressures on Internet firms to report high levels of revenue. This study verifies the association between market capitalization and revenue, and examines economic factors that potentially influence Internet company managers' decisions to adopt allegedly aggressive revenue-recognition policies. Specifically, we examine factors hypothesized to influence the reporting of advertising barter revenue and grossed-up sales levels. We begin by providing descriptive evidence on the use of barter and grossed-up revenue across Internet sectors. Although common in some sectors, we find that the use of these accounting policies is not pervasive overall. We limit our empirical analyses to Internet companies that have the opportunity to report grossed-up or advertising barter revenue. Our cross-sectional predictions are based on both external and internal incentives to maximize revenues as well as constraints that may limit management's discretion. We predict that the following factors increase the likelihood that a firm will report grossed-up and/or barter revenue: shorter time before needing additional external financing, more active individual investor interest in the firm's stock, more active pursuit of growth via acquisitions, and greater use of stock options in employee compensation. We also posit that barter transactions might be an inexpensive way for firms to evaluate the viability of future marketing or content alliances with potential partners. Finally, we predict that constraints on management discretion are related to the reputation/quality of the firm's auditor and underwriter and the extent of management ownership. We find that firms with greater cash burn rates and higher levels of activity on Motley Fool message boards are consistently associated with barter and grossed-up revenue reporting.",,,scopus-prediction,Strategic,"The abstract discusses the broader implications of revenue recognition policies and their influences on Internet firms, indicating a focus on long-term organizational goals and strategies regarding financial reporting and market capitalization.",60,20,10,5,5
What people want (and how to predict It),Davenport T.H.; Harris J.G.,2009,,"Historically, neither the creators nor the distributors of cultural products such as books or movies have used analytics - data, statistics, predictive modeling - to determine the likely success of their offerings. Instead, companies relied on the brilliance of tastemakers to predict and shape what people would buy. Creative judgment and expertise will always play a vital role in the creation, shaping and marketing of cultural products. But the balance between art and science is shifting. Today companies have unprecedented access to data and sophisticated technology that allows even the best-known experts to weigh factors and consider evidence that was unobtainable just a few years ago. And with increased cost and risk associated with the creation of cultural products, it has never been more important to get these decisions right. In this article, the authors describe the results of a study of prediction and recommendation efforts for a variety of cultural products. They discuss different approaches used to make predictions, the contexts in which these predictions are applied and the barriers to more extensive use, including the problem of decision making pre-creation. They then discuss two aspects of the prediction market. First, the need for better prediction for distributors of cultural products, and second, the potential for business models around prediction techniques. Copyright © Massachusetts Institute of Technology, 2009. All rights reserved.",,,scopus-prediction,Strategic,"The abstract discusses the integration of data analytics into decision-making processes for cultural products, indicating a focus on long-term goals and strategies for success in a changing market landscape.",60,25,10,0,5
Valenced Attributions and Risk in New-Product Decisions: How Why Indicates What's Next,Forlani D.; Walker Jr. O.C.,2003,10.1002/mar.10079,"Based in a new-product decision-making context, this article poses the question, ""how, and to what extent, do prior outcomes, and the reasons given to account for those outcomes, influence a marketing manager's future new-product selection (choice) and support (dollar commitment) decisions?"" The study's hypotheses are developed by integrating the motivational qualities of Weiner's attribution theory with the behavioral predictions of four popular risk perspectives: prospect theory, the hot-hand effect, the competency hypothesis, and risk as hazard. The research question is reflected in two sets of hypotheses that experimentally examine the relationship between valenced (was the outcome good or bad) attributions (why did the outcome happen) and changes in the riskiness (chance and size of loss) of managers' new-product introduction decisions. Three-way interactions are found that support the study's attribution-based framework and address predictive differences among the four risk perspectives. Implications for the theories examined and the management of the new-product development process are discussed. © 2003 Wiley Periodicals, Inc.",,,scopus-prediction,Strategic,"The abstract discusses the influence of prior outcomes and attributions on marketing managers' future new-product selection and support decisions, indicating a focus on long-term goals and decision-making frameworks, which aligns with strategic planning.",60,20,10,0,10
Optimal choice of promotional vehicles: front-loaded or rear-loaded incentives?,Zhang Z.J.; Krishna A.; Dhar S.K.,2000,10.1287/mnsc.46.3.348.12062,"We examine the key factors that influence a firm's decision whether to use front-loaded or rear-loaded incentives. When using price packs, direct mail coupons, FSI coupons or peel-off coupons, consumers obtain an immediate benefit upon purchase or a front-loaded incentive. However, when buying products with in-pack coupons or products affiliated with loyalty programs, promotion incentives are obtained on the next purchase occasion or later, i.e., a rear-loaded incentive. Our analysis shows that the innate choice process of consumers in a market (variety-seeking or inertia) is an important determinant of the relative impact of front-loaded and rear-loaded promotions. While in both variety-seeking and inertial markets, the sales impact and the sales on discount are higher for front-loaded promotions than for rear-loaded promotions, from a profitability perspective, rear-loaded promotions may be better than front-loaded promotions. We show that in markets with high variety-seeking it is more profitable for a firm to rear-load, and in markets with high inertia it is more profitable to front-load. Model implications are verified using two empirical studies: (a) a longitudinal experiment (simulating markets with variety-seeking consumers and inertial consumers) and (b) market data on promotion usage. The data in both studies are consistent with the model predictions.",,INFORMS,scopus-prediction,Tactical,"The abstract discusses specific promotional strategies (front-loaded vs rear-loaded incentives) and their impacts on sales and profitability, which aligns with tactical decision-making that interprets strategic goals into structured actions.",15,65,15,0,5
Manufacturer-specific asset investments and inter-firm governance forms: An empirical test of the contingent effect of exchange frequency,Buvik A.,2002,10.1300/J033v09n04_02,"Transaction cost analysis (TCA) keeps the frequency of exchange as a significant dimension of business-to-business transactions, and the transaction frequency is expected to influence how to align inter-firm organization efficiently. To date, transaction frequency has received little attention in empirical TCA-studies. This research focuses in particular on order frequency in industrial purchasing relationships and how it affects the alignment of purchase contracting and hierarchical governance in supplier-manufacturer relationships. Data from a survey of 160 industrial purchasing relationships supports the basic TCA prediction stating that increased transaction frequency will provide administrative economies of scale benefits under conditions with substantial hazards of trade. The empirical findings demonstrate that the association between manufacturer-specific assets and formalized purchase contracting is highly dependent on the present level of exchange frequency. In manufacturer-supplier relationships with modest exchange frequency, there is no significant association between asset specificity and contractual governance. On the other hand, the effect of manufacturer-specific assets on formalized purchase contracting was substantial in relationships with high order frequency. This governance pattern was replicated in the analysis of hierarchical governance. Substantial investments in manufacturer-specific assets enforced the manufacturer's decision control over the supplier under conditions with high exchange frequency. The research provides further insight into the economics of inter-firm organization and supports the TCA-based assumption asserting that the frequency of inter-firm exchange improves the utilization of specialized governance arrangements in business to business relationships. © 2002 by The Haworth Press, Inc. All rights reserved.",Business-to-business marketing; Governance performance; Industrial buyer-seller relationships; Transaction cost analysis,,scopus-prediction,Strategic,"The abstract discusses the implications of transaction frequency on governance structures in supplier-manufacturer relationships, which relates to long-term organizational strategies and the alignment of inter-firm organizations.",70,15,10,0,5
Applying hedonic pricing models and factorial surveys at Parker Pen to enhance new product success,Tomkovick C.; Dobie K.E.,1995,10.1016/0737-6782(95)00028-R,"Walking the path from new product concept to successful commercialization is a tightrope act. Product developers must carefully balance a variety of factors, including predictions of consumer price sensitivity as well as which combination of product attributes will be most valued by the intended market. A well-chosen mix of analytical tools can enhance a firm's chances of accurately predicting market demand. Chuck Tomkovick and Kathryn E. Dobie describe how the integration of two product attribute assessment techniques-hedonic pricing models and factorial surveys-allows product designer to more accurately gauge price sensitivity and market receptivity to new product designs. They also describe how these analytical tools were used to improve decision-making in product development at the Parker Pen Company, and they discuss the role these tools can play in facilitating the transition from concept to commercialization. Hedonic price analysis is an econometric method for determining the value purchasers place on attributes of existing products. In product development, factorial surveys are used to identify the value members of the target market place on new product concepts and prototypes. When used in combination with identified hedonic prices, the responses to a factorial survey allow product developers to predict consumer willingness-to-pay for various combinations of new product attributes. Following development of prototypes for two new product lines, product developers at the Parker Pen Company used hedonic pricing models and factorial surveys as a means for reducing demand uncertainty and for clarifying what consumers were willing to pay for various combinations of product attributes that were under consideration. The integration and use of these techniques involved a five-step process of target market identification, product attribute identification, hedonic price estimation, administering of the factorial survey, and determination of consumer willingness-to-pay. The results of these analyses allowed Parker Pen to better focus product development efforts on those design elements for which test market customers indicated both demand and willingness-to-pay. The Parker Pen Company found hedonic pricing and factorial surveys useful for predicting both the rat and the degree of change in consumers' marginal utility for specific product attributes. The usefulness of these techniques also extends beyond the early stages of new product conception. These techniques are helpful in the development and implementation of dynamic new product marketing mix strategies, including such elements as product design, pricing, channel selection, and promotion. © 1995.",,,scopus-prediction,Tactical,"The abstract discusses the use of analytical tools like hedonic pricing models and factorial surveys to improve decision-making in product development, which aligns with the tactical level of decision-making focused on structured processes and specific targets.",20,60,15,0,5
A Bayesian model to forecast new product performance in domestic and international markets,Neelamegham R.; Chintagunta P.,1999,10.1287/mksc.18.2.115,"This paper attempts to shed light on the following research questions: When a firm introduces a new product (or service) how can it effectively use the different information sources available to generate reliable new product performance forecasts? How can the firm account for varying information availability at different stages of the new product launch and generate forecasts at each stage? We address these questions in the context of the sequential launches of motion pictures in international markets. Players in the motion picture industry require forecasts at different stages of the movie launch process to aid decision-making, and the information sets available to generate such forecasts vary at different stages. Despite the importance of such forecasts, the industry struggles to understand and predict sales of new movies in domestic and overseas markets. We develop a Bayesian modeling framework that predicts first-week viewership for new movies in both domestic and several international markets. We focus on the first week because industry players involved in international markets (studios, distributors, and exhibitors) are most interested in these predictions. We draw on existing literature on forecasting performance of new movies to formulate our model. Specifically, we model the number of viewers of a movie in a given week using a Poisson count data model. The number of screens, distribution strategy, movie attributes such as genre, and presence/absence of stars are among the factors modeled to influence viewership. We employ a hierarchical Bayes formulation of the Poisson model that allows the determinants of viewership to vary across countries. We adopt the Bayesian approach for two reasons: First, it provides a convenient framework to model varying assumptions of information availability; specifically, it allows us to make forecasts by combining different sources of information such as domestic and international market-specific data. Second, this methodology provides us with the entire distribution of the new movie's performance forecast. Such a predictive distribution is more informative than a point estimate and provides a measure of the uncertainty in the forecasts. We propose a Bayesian prediction procedure that provides viewership forecasts at different stages of the new movie release process. The methodology provides forecasts under a number of information availability scenarios. Thus, forecasts can be obtained with just information from a historical database containing data on previous new product launches in several international markets. As more information becomes available, the forecasting methodology allows us to combine historical information with data on the performance of the new product in the domestic market and thereby to make forecasts with less uncertainty and greater accuracy. Our results indicate that for all the countries in the data set the number of screens on which a movie is released is the most important influence on viewership. Furthermore, we find that local distribution improves movie sales internationally in contrast to the domestic market. We also find evidence of similar genre preferences in geographically disparate countries. We find that the proposed model provides accurate forecasts at the movie-country level. Further, the model outperforms all the extant models in the marketing literature that could potentially be used for making these forecasts. A comparison of root mean square and mean absolute errors for movies in a hold out sample shows that the model that combines information available from the different sources generates the lowest errors. A Bayesian predictive model selection criterion corroborates the superior performance of this model. We demonstrate that the Bayesian model can be combined with industry rules of thumb to generate cumulative box office forecasts. In summary, this research demonstrates a Bayesian modeling framework that allows the use of different information sources to make new product forecasts in domestic and international markets. Our results underscore the theme that each movie is unique as is each country-and viewership results from an interaction of the product and the market. Hence, the motion picture industry should use both product-specific and market-specific information to make new movie performance forecasts.",Forecasting; Hierarchical Bayes; International Markets; Motion Pictures; New Products,Institute for Operations Research and Management Sciences,scopus-prediction,Tactical,"The paper discusses methodologies and models for generating performance forecasts for new movie releases, which align with tactical decision-making processes that translate strategic goals into specific targets and actions.",20,60,15,0,5
The value of marketing expertise,Paşa M.; Shugan S.M.,1996,10.1287/mnsc.42.3.370,"This paper has three objectives: (1) to construct a theoretical model that aids in evaluating marketing expertise, (2) to use that theoretical model to identify factors influencing the value of marketing expertise, and (3) to empirically test the model by observing how different market conditions influence whether companies emphasize marketing expertise. We accomplish these objectives as follows. First, we use decision theory to find an expression for the expected value of marketing expertise. We do not use decision-analysis in the normative tradition. Nor do we assume that firms actually use formal decision-analysis. Rather, we assume that firms are rational and that decision theory describes their actions. Given that assumption, we predict how firms should evaluate marketing. Here, marketing expertise helps a firm make better marketing decisions (at least on average). Hence, the value of marketing expertise increases as marketing decisions become more important. Second, consistent with decision theory, we predict that marketing decisions become more important with increases in the instability of the marketing environment (i.e., predictability), the profit impact of marketing decisions (i.e., opportunity profit), and the loss from marketing mistakes (i.e., potential loss). Third, we construct empirical measures of our theoretical constructs with data from 592 firms. Our empirical results are consistent with our predictions and reveal factors influencing the value of marketing expertise. For example, greater market instability and market presence increase the value of marketing expertise, while larger organization size, organization instability, and competition decrease its value.",Decision Analysis; Expertise; Marketing; Value,INFORMS Inst.for Operations Res.and the Management Sciences,scopus-prediction,Strategic,"The abstract focuses on constructing a theoretical model for evaluating marketing expertise and understanding its value in various market conditions, which aligns with long-term strategic planning and decision-making in marketing.",70,15,10,0,5
"Demand, marketing and time",Lowe J.,1973,10.1108/EUM0000000005105,"The use of economic theories in predicting and understanding consumer behaviour has been neglected by marketing practitioners and theorists. This may not be surprising when we consider what traditional economic demand theory has to offer. The purpose of this paper is to discuss extensions to the traditional theories, emphasizing in particular the derived nature of demand for many consumer, as well as capital goods, and also the influence of time on consumption. From the revised corpus of theory, it is hoped that some valuable predictions about consumer behaviour can be made, that may aid our understanding and decision-making in certain spheres of marketing. © 1973, MCB UP Limited",,,scopus-prediction,Strategic,"The abstract discusses the application of economic theories to enhance the understanding of consumer behavior, which aligns with long-term strategic planning in marketing.",60,20,10,5,5
The Truth is Out There! How External Validity Can Lead to Better Marketing Decisions,Rogers G.; Soopramanien D.,2009,10.1177/147078530905100216,"Marketing managers typically have to use and integrate many pieces of data and marketing intelligence when taking decisions such as whether to launch a product and, if so, at what price. Conjoint experiments and analysis remain popular marketing research tools with business practitioners to test and measure how the market will react to different actions. There is a growing body of work that focuses on, first, how to construct the experiments so that they better represent real market conditions and, second, the use of sophisticated model specifications that provide information on consumers’ responses. The market researcher typically uses internal validation for model validity – a comparison of model prediction and within-sample holdout data. We contend in this paper that customers and users of market research information need to adopt a different and wider meaning of validity, referred to as external validity, to facilitate improved decision making. In this research, a case study is used as an example to demonstrate how marketing managers can use the information from a choice-based conjoint derived choice model differently depending on the manner in which the model validation is carried out. © 2009 Market Research Society.",,SAGE Publications Ltd,scopus-prediction,Tactical,"The abstract discusses the use of conjoint experiments and analysis, which are tactical tools for marketing managers to interpret strategic goals into actionable insights regarding product launch decisions and pricing. The focus is on practical application and decision-making processes that directly impact marketing campaigns and consumer engagement.",20,60,15,0,5
A new logit model for decision making and its application,Coskunoglu O.; Hansotia B.J.; Shaikh M.A.,1985,10.1057/jors.1985.5,"Logit models attempt to answer the following question. Given a set of alternatives, each with multiple attributes, what is the probability that a decision maker will choose a certain alternative? Initially psychologists, then economists and marketing strategists, more recently transportation policy makers and design engineers have employed logit models. A brief review of these models is given in an attempt to show their relevance to more general decision-making situations, and their descriptiveness of human decision-making processes. A new model which synthesizes the desirable features of earlier models is then presented. The new model is applied to an actual case of predicting customer purchase probabilities for a particular brand of an industrial product. The prediction capability of the model is externally validated statistically, using real data, by comparing model results with the actual market share of the company. © 1985 Operational Research Society Ltd.",Decision making; Marketing; Probabilistic choice; Utility theory,,scopus-prediction,Tactical,"The abstract discusses the use of logit models for predicting customer purchase probabilities, which aligns with tactical decision-making related to marketing strategies and campaign execution.",10,70,15,0,5
College applicants' attitudes and enrollment decisions,Trusheim D.; Crouse J.; Middaugh M.,1990,10.1007/BF00992314,"One potentially useful multivariate procedure somewhat overlooked in admissions marketing efforts is a linear compensatory model presented by Cook and Zallocco (1983). This model defines an individual's attitude about a particular college or university as the importance the individual attaches to a specific attribute of the school, and the belief that the institution under consideration possesses that attribute. In this study we extend the model by investigating the importance of applicants' attitudes about competitor institutions, and by controlling for demographic and ability factors that may affect attitudes. Our research demonstrates that attitudes have a significant, positive relationship to enrollment decisions. As well, we incorporate an attitude difference measure that contrasts applicants' attitudes about one institution compared to admissions competitors. Addition of this variable to the prediction equation substantially improved our ability to forecast an applicant's matriculation decision. © 1990 Human Sciences Press, Inc.",,Kluwer Academic Publishers-Human Sciences Press,scopus-prediction,Tactical,"The abstract discusses a model for predicting enrollment decisions based on applicant attitudes, which aligns with tactical marketing decisions that interpret strategic goals into specific targets. This involves structured decision-making related to competitor analysis and applicant attitudes, which are more precise and actionable.",10,70,15,0,5
Measuring the Influence of Individual Preference Structures in Group Decision Making,Arora N.; Allenby G.M.,1999,10.1177/002224379903600406,"Group purchase decisions are affected by the preference structures of individual members and the influence they have in the group. In this article, the authors develop a hierarchical Bayes model of group decision making that yields individual estimates of influence at the product attribute level. The authors show that the distribution of these estimates provides useful information for effectively managing marketing activities. In addition, the proposed model relates the measures of influence to covariates useful for identifying high-influence individuals. Predictive tests demonstrate that the proposed model, using an “inferred” measure of influence, leads to more accurate predictions than alternative measures. © 1999 American Marketing Association.",,SAGE Publications Ltd,scopus-prediction,Tactical,"The abstract discusses a hierarchical Bayes model for group decision making that yields estimates of influence at the product attribute level, which aligns with tactical decision-making processes that interpret strategic goals into actionable targets, such as marketing analytics and advanced targeting.",15,65,15,0,5
'You should buy this one!' The influence of online recommendations on product attitudes and choice confidence,Harris J.; Gupta P.,2008,10.1504/IJEMR.2008.019816,"We use a laboratory experiment to examine the effects of electronic Word-of-Mouth (eWOM) in the form of online customer-to-customer recommendations on attitudes about the recommended product and confidence in the choice decision. Specifically, we manipulate the number of consumer recommendations and measure motivation to process information in a realistic online shopping environment. Consistent with predictions of dual information processing theories, we find that the amount of eWOM has a significant impact on buyer confidence in product choice. In addition, we find that for buyers less motivated to process information, the effect of eWOM on their choice confidence is mediated by their attitude towards the recommended product, suggesting that the amount of eWOM functions as a purchase cue. Our findings have theoretical implications regarding the processes underlying eWOM effectiveness and practical implications for online retailers and policy-makers. © 2008, Inderscience Publishers.",Customer recommendations; Electronic marketing; Electronic Word-of-Mouth; EWom; Heuristic processing; Involvement; Motivation to process information; Peripheral processing; Retailing,Inderscience Publishers,scopus-prediction,Tactical,"The abstract discusses the effects of electronic Word-of-Mouth (eWOM) on buyer confidence and attitudes in a structured online shopping environment, which aligns with tactical decision-making in marketing, focusing on how to optimize the influence of consumer recommendations.",10,70,15,0,5
Pioneers' marketing mix reactions to entry in different competitive game structures: Theoretical analysis and empirical illustration,Shankar V.,1997,10.1287/mksc.16.3.271,"Pioneers' marketing mix reactions to new entries are recognized as important determinants of the outcome of pioneer-late mover competition, particularly in price-inelastic markets such as those for pharmaceuticals, cigarettes, and luxury goods. Managers in such markets are interested in better understanding when to accommodate (i.e., decrease marketing spending) or retaliate (i.e., increase spending) in nonprice marketing variables such as advertising and salesforce. In addition, the reallocation of marketing resources toward advertising (indicated by a pull strategy) or salesforce (indicated by a push strategy) upon entry is strategically important to managers. Previous theoretical research shows that pioneers should retaliate in both static and growing markets. Results from empirical research are mixed in that they support both accommodation and retaliation in growing markets. Empirical research also shows that a pioneer accommodates (retaliates) with its low (high) elasticity marketing mix variable. Contrary to prior research, however, some pioneers have successfully accommodated late movers in growing markets, and in some cases, have accommodated with their stronger marketing mix variables and also retaliated with their weaker marketing mix variables. For example, Bristol Myers Squibb's Capoten accommodated the entry of Merck's Vasotec in the growing ace-inhibitors market with its more powerful variable, salesforce, but also retaliated with its less potent variable, advertising. Moreover, not much is known about how the pioneer's marketing mix allocation should change (i.e., toward pull vs. push strategies) in response to new entries. We seek to better explain the pioneer's reactions and predict its shift in marketing mix allocation upon new entry. We note that prior research's predictions on the pioneer's reactions are based on a limited number of key factors such as product-market characteristics and the pioneer's elasticities prior to a new entry. In this paper, we extend previous research by adding two other critical factors, namely, the impact of new entry on the pioneer's elasticities and margin, and different competitive game structures to better predict and explain the pioneer's reactions. We develop analytical results on the pioneer's reactions in price, advertising, and salesforce in different competitive games (both Nash and different leader-follower games). In these results we identify the conditions under which the pioneer should accommodate, or retaliate, or not react to a late mover's entry, and shift its marketing mix allocation toward pull versus push strategies. We empirically illustrate some of the analytical results using data from a pharmaceutical category. We show that a pioneer who adopts a follower (leader) role with respect to a marketing mix variable in a static (growing) market, and witnesses a decrease (an increase) in own elasticity and margin upon a new entry, generally should accommodate (retaliate) in that variable. However, we are also able to show that there are cases where these general reactions don't hold. Thus, for example, it is possible for a pioneer to find it optimal to accommodate in a growing market or to retaliate even when its elasticity decreases upon entry, depending on the combination of competitive game, the impact of entry on elasticities and margin, and market growth. In this way, our results point to the fact that it is necessary to look not only at one factor at a time, but instead examine the combination of all the factors. We explain the empirical support for both accommodation and retaliation in growing markets by showing that the pioneer should accommodate (retaliate) a late mover with its competitively low (high) elasticity marketing mix variable. Competitively high (low) elasticity variables are not (are) likely to be significantly reduced by a new entry in the anticipated competitive game. With regard to reallocation of the pioneer's marketing mix, we show that the change in the pioneer's marketing mix allocation should follow the change in the relative marketing mix effectiveness after new entry. This, in turn, depends on the structure of competition, the impact of the late mover on its elasticities and margins, and the competitor's marketing mix elasticities, in addition to own elasticities. The results can guide managers on how factors such as competitive structure, changes in elasticities and margin, and market growth impact the pioneer's marketing mix decisions, and on when to accommodate, retaliate, or not react to a late mover's entry, and shift marketing mix allocation toward pull versus push strategies.",Competitive Strategy; Defensive Strategy; Econometric Models; Game Theory; Marketing Mix; Resource Allocation Policy,Institute for Operations Research and Management Sciences,scopus-prediction,Strategic,"The abstract discusses the strategic implications of pioneers' marketing mix reactions to new entrants in the market, particularly how these reactions affect long-term competitive positioning and resource allocation in response to market dynamics.",60,25,10,0,5
Cooperatives' shares in farm industries: Organizational and policy factors,Caves R.E.; Petersen B.C.,1986,10.1002/1520-6297(198621)2:1<1::AID-AGR2720020102>3.0.CO;2-0,"Cooperatives compete in farm‐supply and marketing industries with investor‐owned enterprises. Cooperatives' shares should depend on their distinctive organization: dealing “at cost” with members whose equities are tied to their current transactions with the cooperative. We show how this ownership structure affects cooperatives' activities and investment decisions, how it interacts with the public policies affording cooperatives special tax and antitrust status, and what these factors together imply for cooperatives' market shares and the extent of their vertical integration. Available data permit only informal tests of these predictions, but the evidence seems to confirm them strongly. Copyright © 1986 Wiley Periodicals, Inc., A Wiley Company",,,scopus-prediction,Strategic,"The abstract discusses the long-term implications of cooperatives' organizational structure on their market activities, investment decisions, and interactions with public policies, indicating a focus on defining goals and nature of cooperatives in the market.",60,15,10,5,10
Causes and implications of some bidders not conforming to the sealed-bid abstraction,Zeithammer R.; Adams C.,2010,10.1287/mksc.1100.0597,"This paper presents the authors' rejoinder to Zeithammer and Adams [Zeithammer, R., C. Adams. 2010. The sealed-bid abstraction in online auctions. Marketing Sci. 29(6) 964-987]. This rejoinder clarifies and qualifies conclusions of the original paper and makes suggestions for fruitful areas of future research. In particular, the original paper shows that bidding style can make a big difference in managerial decisions, but a structural model would be necessary to make confident predictions under different reserve prices. The rejoinder also clarifies the interpretation of feedback as a measure of bidder experience, and the relationship between bidder experience and bidding style. © 2010 INFORMS.",Auctions; Econometrics; Empirical io methods; Measurement and inference,,scopus-prediction,Not identified,"The abstract discusses a rejoinder to a previous paper and clarifies aspects of bidding styles and managerial decisions in online auctions, but it does not clearly fit into the defined categories of strategic, tactical, or operational marketing decisions.",10,15,5,0,70
Developing an interval forecasting method to predict undulated demand,Huang Y.-L.; Lin C.-T.,2011,10.1007/s11135-010-9317-9,"This study provides a flexible and mathematically precise method for forecasting tourism demand from all five continents of the globe to Taiwan and with potential to assist tourism operators and government officials in improving their management planning and strategy. This investigation applied the Grey Envelop Prediction Model (GEPM) to predict international passenger arrivals to Taiwan. The analysis result shows monthly, seasonal and annual predictions. The prediction values of international tourist numbers can answer the practical needs of managers, owners, and government departments and help in operational and management strategy development. The contributions of this study is provides an effective method for forecasting number of international visitors, and the result provided the flexible, accurate, and efficient interval predicted values used by researchers, mangers and administrators for developing manpower, finance, marketing, and administrative decision-making schemes. © 2010 Springer Science+Business Media B.V.",Demand forecasting; Grey envelop prediction model (GEPM); Seasonality; Tourism demands,,scopus-prediction,Strategic,"The study focuses on forecasting tourism demand and improving management planning and strategy for tourism operators and government officials, which aligns with long-term organizational goals and decision support systems.",70,15,10,0,5
